seq,mode,x,y,z,xo,yo,zo
140,0,32768,0,-61056,-32056,-6794,123
141,0,32768,0,-61024,-32056,-6794,155
142,0,32768,0,-60992,-31946,-7295,-139
143,0,32768,0,-60960,-31946,-7295,-107
144,0,32768,0,-60928,-31946,-7295,-75
145,0,32768,0,-60896,-31946,-7295,-43
146,0,32768,0,-60864,-31946,-7295,-11
147,0,32768,0,-60832,-31946,-7295,21
148,0,32768,0,-60800,-31946,-7295,53
149,0,32768,0,-60768,-31946,-7295,85
150,0,32768,0,-60736,-31946,-7295,117
151,0,32768,0,-60704,-31946,-7295,149
152,0,32768,0,-60672,-31828,-7793,-145
153,0,32768,0,-60640,-31828,-7793,-113
154,0,32768,0,-60608,-31828,-7793,-81
155,0,32768,0,-60576,-31828,-7793,-49
156,0,32768,0,-60544,-31828,-7793,-17
157,0,32768,0,-60512,-31828,-7793,15
158,0,32768,0,-60480,-31828,-7793,47
159,0,32768,0,-60448,-31828,-7793,79
160,0,32768,0,-60416,-31828,-7793,111
161,0,32768,0,-60384,-31828,-7793,143
162,0,32768,0,-60352,-31702,-8289,-151
163,0,32768,0,-60320,-31702,-8289,-119
164,0,32768,0,-60288,-31702,-8289,-87
165,0,32768,0,-60256,-31702,-8289,-55
166,0,32768,0,-60224,-31702,-8289,-23
167,0,32768,0,-60192,-31702,-8289,9
168,0,32768,0,-60160,-31702,-8289,41
169,0,32768,0,-60128,-31702,-8289,73
170,0,32768,0,-60096,-31702,-8289,105
171,0,32768,0,-60064,-31702,-8289,137
172,0,32768,0,-60032,-31569,-8783,-156
173,0,32768,0,-60000,-31569,-8783,-124
174,0,32768,0,-59968,-31569,-8783,-92
175,0,32768,0,-59936,-31569,-8783,-60
176,0,32768,0,-59904,-31569,-8783,-28
177,0,32768,0,-59872,-31569,-8783,4
178,0,32768,0,-59840,-31569,-8783,36
179,0,32768,0,-59808,-31569,-8783,68
180,0,32768,0,-59776,-31569,-8783,100
181,0,32768,0,-59744,-31569,-8783,132
182,0,32768,0,-59712,-31428,-9275,-162
183,0,32768,0,-59680,-31428,-9275,-130
184,0,32768,0,-59648,-31428,-9275,-98
185,0,32768,0,-59616,-31428,-9275,-66
186,0,32768,0,-59584,-31428,-9275,-34
187,0,32768,0,-59552,-31428,-9275,-2
188,0,32768,0,-59520,-31428,-9275,30
189,0,32768,0,-59488,-31428,-9275,62
190,0,32768,0,-59456,-31428,-9275,94
191,0,32768,0,-59424,-31428,-9275,126
192,0,32768,0,-59392,-31428,-9275,158
193,0,32768,0,-59360,-31279,-9765,-136
194,0,32768,0,-59328,-31279,-9765,-104
195,0,32768,0,-59296,-31279,-9765,-72
196,0,32768,0,-59264,-31279,-9765,-40
197,0,32768,0,-59232,-31279,-9765,-8
198,0,32768,0,-59200,-31279,-9765,24
199,0,32768,0,-59168,-31279,-9765,56
200,0,32768,0,-59136,-31279,-9765,88
201,0,32768,0,-59104,-31279,-9765,120
202,0,32768,0,-59072,-31279,-9765,152
203,0,32768,0,-59040,-31123,-10253,-142
204,0,32768,0,-59008,-31123,-10253,-110
205,0,32768,0,-58976,-31123,-10253,-78
206,0,32768,0,-58944,-31123,-10253,-46
207,0,32768,0,-58912,-31123,-10253,-14
208,0,32768,0,-58880,-31123,-10253,18
209,0,32768,0,-58848,-31123,-10253,50
210,0,32768,0,-58816,-31050,-10472,-66
211,0,32768,0,-58784,-31050,-10472,-34
212,0,32768,0,-58752,-31050,-10472,-2
213,0,32768,0,-58720,-31050,-10472,30
214,0,32768,0,-58688,-31050,-10472,62
215,0,32768,0,-58656,-31050,-10472,94
216,0,32768,0,-58624,-31050,-10472,126
217,0,32768,0,-58592,-31050,-10472,158
218,0,32768,0,-58560,-30883,-10956,-136
219,0,32768,0,-58528,-30883,-10956,-104
220,0,32768,0,-58496,-30883,-10956,-72
221,0,32768,0,-58464,-30883,-10956,-40
222,0,32768,0,-58432,-30883,-10956,-8
223,0,32768,0,-58400,-30883,-10956,24
224,0,32768,0,-58368,-30883,-10956,56
225,0,32768,0,-58336,-30883,-10956,88
226,0,32768,0,-58304,-30883,-10956,120
227,0,32768,0,-58272,-30883,-10956,152
228,0,32768,0,-58240,-30708,-11437,-141
229,0,32768,0,-58208,-30708,-11437,-109
230,0,32768,0,-58176,-30708,-11437,-77
231,0,32768,0,-58144,-30708,-11437,-45
232,0,32768,0,-58112,-30708,-11437,-13
233,0,32768,0,-58080,-30708,-11437,19
234,0,32768,0,-58048,-30708,-11437,51
235,0,32768,0,-58016,-30708,-11437,83
236,0,32768,0,-57984,-30708,-11437,115
237,0,32768,0,-57952,-30708,-11437,147
238,0,32768,0,-57920,-30525,-11915,-147
239,0,32768,0,-57888,-30525,-11915,-115
240,0,32768,0,-57856,-30525,-11915,-83
241,0,32768,0,-57824,-30525,-11915,-51
242,0,32768,0,-57792,-30525,-11915,-19
243,0,32768,0,-57760,-30525,-11915,13
244,0,32768,0,-57728,-30525,-11915,45
245,0,32768,0,-57696,-30525,-11915,77
246,0,32768,0,-57664,-30525,-11915,109
247,0,32768,0,-57632,-30525,-11915,141
248,0,32768,0,-57600,-30335,-12390,-153
249,0,32768,0,-57568,-30335,-12390,-121
250,0,32768,0,-57536,-30335,-12390,-89
251,0,32768,0,-57504,-30335,-12390,-57
252,0,32768,0,-57472,-30335,-12390,-25
253,0,32768,0,-57440,-30335,-12390,7
254,0,32768,0,-57408,-30335,-12390,39
255,0,32768,0,-57376,-30335,-12390,71
256,0,32768,0,-57344,-30335,-12390,103
257,0,32768,0,-57312,-30335,-12390,135
258,0,32768,0,-57280,-30138,-12862,-159
259,0,32768,0,-57248,-30138,-12862,-127
260,0,32768,0,-57216,-30138,-12862,-95
261,0,32768,0,-57184,-30138,-12862,-63
262,0,32768,0,-57152,-30138,-12862,-31
263,0,32768,0,-57120,-30138,-12862,1
264,0,32768,0,-57088,-30138,-12862,33
265,0,32768,0,-57056,-30138,-12862,65
266,0,32768,0,-57024,-30138,-12862,97
267,0,32768,0,-56992,-30138,-12862,129
268,0,32768,0,-56960,-30138,-12862,161
269,0,32768,0,-56928,-29933,-13332,-133
270,0,32768,0,-56896,-29933,-13332,-101
271,0,32768,0,-56864,-29933,-13332,-69
272,0,32768,0,-56832,-29933,-13332,-37
273,0,32768,0,-56800,-29933,-13332,-5
274,0,32768,0,-56768,-29933,-13332,27
275,0,32768,0,-56736,-29933,-13332,59
276,0,32768,0,-56704,-29933,-13332,91
277,0,32768,0,-56672,-29933,-13332,123
278,0,32768,0,-56640,-29933,-13332,155
279,0,32768,0,-56608,-29721,-13798,-139
280,0,32768,0,-56576,-29721,-13798,-107
281,0,32768,0,-56544,-29721,-13798,-75
282,0,32768,0,-56512,-29721,-13798,-43
283,0,32768,0,-56480,-29721,-13798,-11
284,0,32768,0,-56448,-29721,-13798,21
285,0,32768,0,-56416,-29721,-13798,53
286,0,32768,0,-56384,-29721,-13798,85
287,0,32768,0,-56352,-29721,-13798,117
288,0,32768,0,-56320,-29721,-13798,149
289,0,32768,0,-56288,-29504,-14256,-142
290,0,32768,0,-56256,-29504,-14256,-110
291,0,32768,0,-56224,-29504,-14256,-78
292,0,32768,0,-56192,-29504,-14256,-46
293,0,32768,0,-56160,-29504,-14256,-14
294,0,32768,0,-56128,-29504,-14256,18
295,0,32768,0,-56096,-29504,-14256,50
296,0,32768,0,-56064,-29504,-14256,82
297,0,32768,0,-56032,-29504,-14256,114
298,0,32768,0,-56000,-29504,-14256,146
299,0,32768,0,-55968,-29278,-14716,-148
300,0,32768,0,-55936,-29278,-14716,-116
301,0,32768,0,-55904,-29278,-14716,-84
302,0,32768,0,-55872,-29278,-14716,-52
303,0,32768,0,-55840,-29278,-14716,-20
304,0,32768,0,-55808,-29278,-14716,12
305,0,32768,0,-55776,-29278,-14716,44
306,0,32768,0,-55744,-29278,-14716,76
307,0,32768,0,-55712,-29278,-14716,108
308,0,32768,0,-55680,-29278,-14716,140
309,0,32768,0,-55648,-29045,-15171,-154
310,0,32768,0,-55616,-29045,-15171,-122
311,0,32768,0,-55584,-29045,-15171,-90
312,0,32768,0,-55552,-29045,-15171,-58
313,0,32768,0,-55520,-29045,-15171,-26
314,0,32768,0,-55488,-29045,-15171,6
315,0,32768,0,-55456,-29045,-15171,38
316,0,32768,0,-55424,-29045,-15171,70
317,0,32768,0,-55392,-29045,-15171,102
318,0,32768,0,-55360,-29045,-15171,134
319,0,32768,0,-55328,-28804,-15623,-160
320,0,32768,0,-55296,-28804,-15623,-128
321,0,32768,0,-55264,-28804,-15623,-96
322,0,32768,0,-55232,-28804,-15623,-64
323,0,32768,0,-55200,-28804,-15623,-32
324,0,32768,0,-55168,-28804,-15623,0
325,0,32768,0,-55136,-28804,-15623,32
326,0,32768,0,-55104,-28804,-15623,64
327,0,32768,0,-55072,-28804,-15623,96
328,0,32768,0,-55040,-28804,-15623,128
329,0,32768,0,-55008,-28804,-15623,160
330,0,32768,0,-54976,-28557,-16071,-133
331,0,32768,0,-54944,-28557,-16071,-101
332,0,32768,0,-54912,-28557,-16071,-69
333,0,32768,0,-54880,-28557,-16071,-37
334,0,32768,0,-54848,-28557,-16071,-5
335,0,32768,0,-54816,-28557,-16071,27
336,0,32768,0,-54784,-28557,-16071,59
337,0,32768,0,-54752,-28557,-16071,91
338,0,32768,0,-54720,-28557,-16071,123
339,0,32768,0,-54688,-28557,-16071,155
340,0,32768,0,-54656,-28302,-16515,-139
341,0,32768,0,-54624,-28302,-16515,-107
342,0,32768,0,-54592,-28302,-16515,-75
343,0,32768,0,-54560,-28302,-16515,-43
344,0,32768,0,-54528,-28302,-16515,-11
345,0,32768,0,-54496,-28302,-16515,21
346,0,32768,0,-54464,-28302,-16515,53
347,0,32768,0,-54432,-28302,-16515,85
348,0,32768,0,-54400,-28302,-16515,117
349,0,32768,0,-54368,-28302,-16515,149
350,0,32768,0,-54336,-28040,-16955,-145
351,0,32768,0,-54304,-28040,-16955,-113
352,0,32768,0,-54272,-28040,-16955,-81
353,0,32768,0,-54240,-28040,-16955,-49
354,0,32768,0,-54208,-28040,-16955,-17
355,0,32768,0,-54176,-28040,-16955,15
356,0,32768,0,-54144,-28040,-16955,47
357,0,32768,0,-54112,-28040,-16955,79
358,0,32768,0,-54080,-28040,-16955,111
359,0,32768,0,-54048,-28040,-16955,143
360,0,32768,0,-54016,-27772,-17391,-151
361,0,32768,0,-53984,-27772,-17391,-119
362,0,32768,0,-53952,-27772,-17391,-87
363,0,32768,0,-53920,-27772,-17391,-55
364,0,32768,0,-53888,-27772,-17391,-23
365,0,32768,0,-53856,-27772,-17391,9
366,0,32768,0,-53824,-27772,-17391,41
367,0,32768,0,-53792,-27772,-17391,73
368,0,32768,0,-53760,-27772,-17391,105
369,0,32768,0,-53728,-27772,-17391,137
370,0,32768,0,-53696,-27517,-17792,-134
371,0,32768,0,-53664,-27517,-17792,-102
372,0,32768,0,-53632,-27517,-17792,-70
373,0,32768,0,-53600,-27517,-17792,-38
374,0,32768,0,-53568,-27517,-17792,-6
375,0,32768,0,-53536,-27517,-17792,26
376,0,32768,0,-53504,-27517,-17792,58
377,0,32768,0,-53472,-27517,-17792,90
378,0,32768,0,-53440,-27517,-17792,122
379,0,32768,0,-53408,-27517,-17792,154
380,0,32768,0,-53376,-27235,-18220,-140
381,0,32768,0,-53344,-27235,-18220,-108
382,0,32768,0,-53312,-27235,-18220,-76
383,0,32768,0,-53280,-27235,-18220,-44
384,0,32768,0,-53248,-27235,-18220,-12
385,0,32768,0,-53216,-27235,-18220,20
386,0,32768,0,-53184,-27235,-18220,52
387,0,32768,0,-53152,-27235,-18220,84
388,0,32768,0,-53120,-27235,-18220,116
389,0,32768,0,-53088,-27235,-18220,148
390,0,32768,0,-53056,-26947,-18644,-146
391,0,32768,0,-53024,-26947,-18644,-114
392,0,32768,0,-52992,-26947,-18644,-82
393,0,32768,0,-52960,-26947,-18644,-50
394,0,32768,0,-52928,-26947,-18644,-18
395,0,32768,0,-52896,-26947,-18644,14
396,0,32768,0,-52864,-26947,-18644,46
397,0,32768,0,-52832,-26947,-18644,78
398,0,32768,0,-52800,-26947,-18644,110
399,0,32768,0,-52768,-26947,-18644,142
400,0,32768,0,-52736,-26653,-19063,-152
401,0,32768,0,-52704,-26653,-19063,-120
402,0,32768,0,-52672,-26653,-19063,-88
403,0,32768,0,-52640,-26653,-19063,-56
404,0,32768,0,-52608,-26653,-19063,-24
405,0,32768,0,-52576,-26653,-19063,8
406,0,32768,0,-52544,-26653,-19063,40
407,0,32768,0,-52512,-26653,-19063,72
408,0,32768,0,-52480,-26653,-19063,104
409,0,32768,0,-52448,-26653,-19063,136
410,0,32768,0,-52416,-26352,-19476,-157
411,0,32768,0,-52384,-26352,-19476,-125
412,0,32768,0,-52352,-26352,-19476,-93
413,0,32768,0,-52320,-26352,-19476,-61
414,0,32768,0,-52288,-26352,-19476,-29
415,0,32768,0,-52256,-26352,-19476,3
416,0,32768,0,-52224,-26352,-19476,35
417,0,32768,0,-52192,-26352,-19476,67
418,0,32768,0,-52160,-26352,-19476,99
419,0,32768,0,-52128,-26352,-19476,131
420,0,32768,0,-52096,-26352,-19476,163
421,0,32768,0,-52064,-26044,-19885,-131
422,0,32768,0,-52032,-26044,-19885,-99
423,0,32768,0,-52000,-26044,-19885,-67
424,0,32768,0,-51968,-26044,-19885,-35
425,0,32768,0,-51936,-26044,-19885,-3
426,0,32768,0,-51904,-26044,-19885,29
427,0,32768,0,-51872,-26044,-19885,61
428,0,32768,0,-51840,-26044,-19885,93
429,0,32768,0,-51808,-26044,-19885,125
430,0,32768,0,-51776,-26044,-19885,157
431,0,32768,0,-51744,-25731,-20290,-137
432,0,32768,0,-51712,-25731,-20290,-105
433,0,32768,0,-51680,-25731,-20290,-73
434,0,32768,0,-51648,-25731,-20290,-41
435,0,32768,0,-51616,-25731,-20290,-9
436,0,32768,0,-51584,-25731,-20290,23
437,0,32768,0,-51552,-25731,-20290,55
438,0,32768,0,-51520,-25731,-20290,87
439,0,32768,0,-51488,-25731,-20290,119
440,0,32768,0,-51456,-25731,-20290,151
441,0,32768,0,-51424,-25410,-20690,-143
442,0,32768,0,-51392,-25410,-20690,-111
443,0,32768,0,-51360,-25410,-20690,-79
444,0,32768,0,-51328,-25410,-20690,-47
445,0,32768,0,-51296,-25410,-20690,-15
446,0,32768,0,-51264,-25410,-20690,17
447,0,32768,0,-51232,-25410,-20690,49
448,0,32768,0,-51200,-25410,-20690,81
449,0,32768,0,-51168,-25410,-20690,113
450,0,32768,0,-51136,-25410,-20690,145
451,0,32768,0,-51104,-25087,-21080,-146
452,0,32768,0,-51072,-25087,-21080,-114
453,0,32768,0,-51040,-25087,-21080,-82
454,0,32768,0,-51008,-25087,-21080,-50
455,0,32768,0,-50976,-25087,-21080,-18
456,0,32768,0,-50944,-25087,-21080,14
457,0,32768,0,-50912,-25087,-21080,46
458,0,32768,0,-50880,-25087,-21080,78
459,0,32768,0,-50848,-25087,-21080,110
460,0,32768,0,-50816,-25087,-21080,142
461,0,32768,0,-50784,-24755,-21470,-152
462,0,32768,0,-50752,-24755,-21470,-120
463,0,32768,0,-50720,-24755,-21470,-88
464,0,32768,0,-50688,-24755,-21470,-56
465,0,32768,0,-50656,-24755,-21470,-24
466,0,32768,0,-50624,-24755,-21470,8
467,0,32768,0,-50592,-24755,-21470,40
468,0,32768,0,-50560,-24755,-21470,72
469,0,32768,0,-50528,-24755,-21470,104
470,0,32768,0,-50496,-24755,-21470,136
471,0,32768,0,-50464,-24416,-21854,-158
472,0,32768,0,-50432,-24416,-21854,-126
473,0,32768,0,-50400,-24416,-21854,-94
474,0,32768,0,-50368,-24416,-21854,-62
475,0,32768,0,-50336,-24416,-21854,-30
476,0,32768,0,-50304,-24416,-21854,2
477,0,32768,0,-50272,-24416,-21854,34
478,0,32768,0,-50240,-24416,-21854,66
479,0,32768,0,-50208,-24416,-21854,98
480,0,32768,0,-50176,-24416,-21854,130
481,0,32768,0,-50144,-24416,-21854,162
482,0,32768,0,-50112,-24072,-22233,-132
483,0,32768,0,-50080,-24072,-22233,-100
484,0,32768,0,-50048,-24072,-22233,-68
485,0,32768,0,-50016,-24072,-22233,-36
486,0,32768,0,-49984,-24072,-22233,-4
487,0,32768,0,-49952,-24072,-22233,28
488,0,32768,0,-49920,-24072,-22233,60
489,0,32768,0,-49888,-24072,-22233,92
490,0,32768,0,-49856,-24072,-22233,124
491,0,32768,0,-49824,-24072,-22233,156
492,0,32768,0,-49792,-23722,-22606,-137
493,0,32768,0,-49760,-23722,-22606,-105
494,0,32768,0,-49728,-23722,-22606,-73
495,0,32768,0,-49696,-23722,-22606,-41
496,0,32768,0,-49664,-23722,-22606,-9
497,0,32768,0,-49632,-23722,-22606,23
498,0,32768,0,-49600,-23722,-22606,55
499,0,32768,0,-49568,-23722,-22606,87
500,0,32768,0,-49536,-23722,-22606,119
501,0,32768,0,-49504,-23722,-22606,151
502,0,32768,0,-49472,-23366,-22974,-143
503,0,32768,0,-49440,-23366,-22974,-111
504,0,32768,0,-49408,-23366,-22974,-79
505,0,32768,0,-49376,-23366,-22974,-47
506,0,32768,0,-49344,-23366,-22974,-15
507,0,32768,0,-49312,-23366,-22974,17
508,0,32768,0,-49280,-23366,-22974,49
509,0,32768,0,-49248,-23366,-22974,81
510,0,32768,0,-49216,-23366,-22974,113
511,0,32768,0,-49184,-23366,-22974,145
512,0,32768,0,-49152,-23336,-23004,149
513,0,32768,0,-49120,-22974,-23366,-144
514,0,32768,0,-49088,-22974,-23366,-112
515,0,32768,0,-49056,-22974,-23366,-80
516,0,32768,0,-49024,-22974,-23366,-48
517,0,32768,0,-48992,-22974,-23366,-16
518,0,32768,0,-48960,-22974,-23366,16
519,0,32768,0,-48928,-22974,-23366,48
520,0,32768,0,-48896,-22974,-23366,80
521,0,32768,0,-48864,-22974,-23366,112
522,0,32768,0,-48832,-22974,-23366,144
523,0,32768,0,-48800,-22606,-23722,-150
524,0,32768,0,-48768,-22606,-23722,-118
525,0,32768,0,-48736,-22606,-23722,-86
526,0,32768,0,-48704,-22606,-23722,-54
527,0,32768,0,-48672,-22606,-23722,-22
528,0,32768,0,-48640,-22606,-23722,10
529,0,32768,0,-48608,-22606,-23722,42
530,0,32768,0,-48576,-22606,-23722,74
531,0,32768,0,-48544,-22606,-23722,106
532,0,32768,0,-48512,-22606,-23722,138
533,0,32768,0,-48480,-22233,-24072,-156
534,0,32768,0,-48448,-22233,-24072,-124
535,0,32768,0,-48416,-22233,-24072,-92
536,0,32768,0,-48384,-22233,-24072,-60
537,0,32768,0,-48352,-22233,-24072,-28
538,0,32768,0,-48320,-22233,-24072,4
539,0,32768,0,-48288,-22233,-24072,36
540,0,32768,0,-48256,-22233,-24072,68
541,0,32768,0,-48224,-22233,-24072,100
542,0,32768,0,-48192,-22233,-24072,132
543,0,32768,0,-48160,-21854,-24416,-162
544,0,32768,0,-48128,-21854,-24416,-130
545,0,32768,0,-48096,-21854,-24416,-98
546,0,32768,0,-48064,-21854,-24416,-66
547,0,32768,0,-48032,-21854,-24416,-34
548,0,32768,0,-48000,-21854,-24416,-2
549,0,32768,0,-47968,-21854,-24416,30
550,0,32768,0,-47936,-21854,-24416,62
551,0,32768,0,-47904,-21854,-24416,94
552,0,32768,0,-47872,-21854,-24416,126
553,0,32768,0,-47840,-21854,-24416,158
554,0,32768,0,-47808,-21470,-24755,-136
555,0,32768,0,-47776,-21470,-24755,-104
556,0,32768,0,-47744,-21470,-24755,-72
557,0,32768,0,-47712,-21470,-24755,-40
558,0,32768,0,-47680,-21470,-24755,-8
559,0,32768,0,-47648,-21470,-24755,24
560,0,32768,0,-47616,-21470,-24755,56
561,0,32768,0,-47584,-21470,-24755,88
562,0,32768,0,-47552,-21470,-24755,120
563,0,32768,0,-47520,-21470,-24755,152
564,0,32768,0,-47488,-21080,-25087,-142
565,0,32768,0,-47456,-21080,-25087,-110
566,0,32768,0,-47424,-21080,-25087,-78
567,0,32768,0,-47392,-21080,-25087,-46
568,0,32768,0,-47360,-21080,-25087,-14
569,0,32768,0,-47328,-21080,-25087,18
570,0,32768,0,-47296,-21080,-25087,50
571,0,32768,0,-47264,-21080,-25087,82
572,0,32768,0,-47232,-21080,-25087,114
573,0,32768,0,-47200,-21080,-25087,146
574,0,32768,0,-47168,-20690,-25410,-145
575,0,32768,0,-47136,-20690,-25410,-113
576,0,32768,0,-47104,-20690,-25410,-81
577,0,32768,0,-47072,-20690,-25410,-49
578,0,32768,0,-47040,-20690,-25410,-17
579,0,32768,0,-47008,-20690,-25410,15
580,0,32768,0,-46976,-20690,-25410,47
581,0,32768,0,-46944,-20690,-25410,79
582,0,32768,0,-46912,-20690,-25410,111
583,0,32768,0,-46880,-20690,-25410,143
584,0,32768,0,-46848,-20290,-25731,-151
585,0,32768,0,-46816,-20290,-25731,-119
586,0,32768,0,-46784,-20290,-25731,-87
587,0,32768,0,-46752,-20290,-25731,-55
588,0,32768,0,-46720,-20290,-25731,-23
589,0,32768,0,-46688,-20290,-25731,9
590,0,32768,0,-46656,-20290,-25731,41
591,0,32768,0,-46624,-20290,-25731,73
592,0,32768,0,-46592,-20290,-25731,105
593,0,32768,0,-46560,-20290,-25731,137
