seq,mode,x,y,z,xo,yo,zo
76,0,32768,0,-63104,-32545,-3817,-3
77,0,32768,0,-63072,-32541,-3849,8
78,0,32768,0,-63040,-32534,-3912,0
79,0,32768,0,-63008,-32526,-3976,-9
80,0,32768,0,-62976,-32522,-4008,2
81,0,32768,0,-62944,-32514,-4071,-6
82,0,32768,0,-62912,-32510,-4103,5
83,0,32768,0,-62880,-32502,-4166,-3
84,0,32768,0,-62848,-32498,-4198,8
85,0,32768,0,-62816,-32490,-4261,-1
86,0,32768,0,-62784,-32481,-4325,-9
87,0,32768,0,-62752,-32477,-4357,2
88,0,32768,0,-62720,-32469,-4420,-6
89,0,32768,0,-62688,-32464,-4452,5
90,0,32768,0,-62656,-32455,-4515,-4
91,0,32768,0,-62624,-32451,-4546,9
92,0,32768,0,-62592,-32442,-4609,0
93,0,32768,0,-62560,-32433,-4673,-9
94,0,32768,0,-62528,-32429,-4705,3
95,0,32768,0,-62496,-32419,-4768,-6
96,0,32768,0,-62464,-32415,-4799,6
97,0,32768,0,-62432,-32405,-4863,-3
98,0,32768,0,-62400,-32400,-4895,8
99,0,32768,0,-62368,-32391,-4958,0
100,0,32768,0,-62336,-32381,-5021,-9
101,0,32768,0,-62304,-32376,-5053,3
102,0,32768,0,-62272,-32366,-5116,-6
103,0,32768,0,-62240,-32361,-5147,5
104,0,32768,0,-62208,-32351,-5211,-3
105,0,32768,0,-62176,-32346,-5242,8
106,0,32768,0,-62144,-32336,-5305,0
107,0,32768,0,-62112,-32325,-5369,-9
108,0,32768,0,-62080,-32320,-5400,2
109,0,32768,0,-62048,-32309,-5463,-6
110,0,32768,0,-62016,-32304,-5495,5
111,0,32768,0,-61984,-32293,-5558,-3
112,0,32768,0,-61952,-32288,-5589,8
113,0,32768,0,-61920,-32277,-5652,0
114,0,32768,0,-61888,-32266,-5715,-9
115,0,32768,0,-61856,-32260,-5747,2
116,0,32768,0,-61824,-32249,-5810,-6
117,0,32768,0,-61792,-32243,-5841,5
118,0,32768,0,-61760,-32232,-5904,-3
119,0,32768,0,-61728,-32226,-5936,8
120,0,32768,0,-61696,-32214,-5999,-1
121,0,32768,0,-61664,-32203,-6062,-9
122,0,32768,0,-61632,-32197,-6093,2
123,0,32768,0,-61600,-32185,-6156,-6
124,0,32768,0,-61568,-32179,-6187,5
125,0,32768,0,-61536,-32166,-6250,-4
126,0,32768,0,-61504,-32160,-6282,8
127,0,32768,0,-61472,-32148,-6345,-1
128,0,32768,0,-61440,-32135,-6407,-9
129,0,32768,0,-61408,-32129,-6439,2
130,0,32768,0,-61376,-32116,-6502,-7
131,0,32768,0,-61344,-32110,-6533,5
132,0,32768,0,-61312,-32098,-6591,-1
133,0,32768,0,-61280,-32085,-6654,-9
134,0,32768,0,-61248,-32079,-6685,2
135,0,32768,0,-61216,-32066,-6748,-7
136,0,32768,0,-61184,-32059,-6779,5
137,0,32768,0,-61152,-32046,-6842,-4
138,0,32768,0,-61120,-32039,-6873,8
139,0,32768,0,-61088,-32026,-6935,-1
140,0,32768,0,-61056,-32012,-6998,-10
141,0,32768,0,-61024,-32005,-7029,2
142,0,32768,0,-60992,-31991,-7092,-7
143,0,32768,0,-60960,-31984,-7123,5
144,0,32768,0,-60928,-31971,-7185,-4
145,0,32768,0,-60896,-31963,-7217,8
146,0,32768,0,-60864,-31949,-7279,-1
147,0,32768,0,-60832,-31935,-7342,-10
148,0,32768,0,-60800,-31928,-7373,2
149,0,32768,0,-60768,-31913,-7435,-7
150,0,32768,0,-60736,-31906,-7466,5
151,0,32768,0,-60704,-31891,-7529,-4
152,0,32768,0,-60672,-31884,-7559,8
153,0,32768,0,-60640,-31869,-7622,-1
154,0,32768,0,-60608,-31854,-7684,-10
155,0,32768,0,-60576,-31847,-7715,2
156,0,32768,0,-60544,-31832,-7777,-7
157,0,32768,0,-60512,-31824,-7808,5
158,0,32768,0,-60480,-31809,-7871,-4
159,0,32768,0,-60448,-31801,-7902,8
160,0,32768,0,-60416,-31785,-7964,-1
161,0,32768,0,-60384,-31770,-8026,-10
162,0,32768,0,-60352,-31762,-8057,2
163,0,32768,0,-60320,-31746,-8119,-7
164,0,32768,0,-60288,-31738,-8150,5
165,0,32768,0,-60256,-31722,-8212,-4
166,0,32768,0,-60224,-31714,-8243,8
167,0,32768,0,-60192,-31698,-8305,-1
168,0,32768,0,-60160,-31682,-8367,-10
169,0,32768,0,-60128,-31674,-8398,2
170,0,32768,0,-60096,-31657,-8459,-7
171,0,32768,0,-60064,-31649,-8490,5
172,0,32768,0,-60032,-31633,-8551,-4
173,0,32768,0,-60000,-31624,-8582,8
174,0,32768,0,-59968,-31607,-8644,-1
175,0,32768,0,-59936,-31590,-8706,-10
176,0,32768,0,-59904,-31582,-8737,2
177,0,32768,0,-59872,-31565,-8798,-7
178,0,32768,0,-59840,-31556,-8829,5
179,0,32768,0,-59808,-31539,-8891,-4
180,0,32768,0,-59776,-31530,-8922,8
181,0,32768,0,-59744,-31513,-8983,-1
182,0,32768,0,-59712,-31495,-9045,-10
183,0,32768,0,-59680,-31486,-9075,2
184,0,32768,0,-59648,-31468,-9137,-7
185,0,32768,0,-59616,-31459,-9168,5
186,0,32768,0,-59584,-31441,-9229,-4
187,0,32768,0,-59552,-31432,-9260,8
188,0,32768,0,-59520,-31414,-9321,-1
189,0,32768,0,-59488,-31396,-9383,-10
190,0,32768,0,-59456,-31387,-9413,2
191,0,32768,0,-59424,-31368,-9474,-7
192,0,32768,0,-59392,-31359,-9505,5
193,0,32768,0,-59360,-31341,-9566,-4
194,0,32768,0,-59328,-31331,-9597,8
195,0,32768,0,-59296,-31312,-9658,-1
196,0,32768,0,-59264,-31293,-9719,-10
197,0,32768,0,-59232,-31284,-9750,2
198,0,32768,0,-59200,-31265,-9811,-7
199,0,32768,0,-59168,-31255,-9841,5
200,0,32768,0,-59136,-31236,-9902,-4
201,0,32768,0,-59104,-31226,-9933,8
202,0,32768,0,-59072,-31207,-9994,-1
203,0,32768,0,-59040,-31187,-10055,-10
204,0,32768,0,-59008,-31177,-10085,2
205,0,32768,0,-58976,-31158,-10146,-7
206,0,32768,0,-58944,-31148,-10177,5
207,0,32768,0,-58912,-31128,-10237,-4
208,0,32768,0,-58880,-31118,-10268,7
209,0,32768,0,-58848,-31098,-10329,-1
210,0,32768,0,-58816,-31086,-10365,6
211,0,32768,0,-58784,-31065,-10426,-3
212,0,32768,0,-58752,-31055,-10457,9
213,0,32768,0,-58720,-31035,-10517,0
214,0,32768,0,-58688,-31014,-10578,-9
215,0,32768,0,-58656,-31004,-10608,3
216,0,32768,0,-58624,-30983,-10669,-6
217,0,32768,0,-58592,-30972,-10699,6
218,0,32768,0,-58560,-30951,-10759,-3
219,0,32768,0,-58528,-30941,-10789,9
220,0,32768,0,-58496,-30920,-10850,0
221,0,32768,0,-58464,-30898,-10910,-9
222,0,32768,0,-58432,-30888,-10941,3
223,0,32768,0,-58400,-30866,-11001,-6
224,0,32768,0,-58368,-30856,-11031,6
225,0,32768,0,-58336,-30834,-11091,-3
226,0,32768,0,-58304,-30823,-11121,8
227,0,32768,0,-58272,-30801,-11182,0
228,0,32768,0,-58240,-30780,-11242,-9
229,0,32768,0,-58208,-30769,-11272,3
230,0,32768,0,-58176,-30746,-11332,-6
231,0,32768,0,-58144,-30735,-11362,6
232,0,32768,0,-58112,-30713,-11422,-3
233,0,32768,0,-58080,-30702,-11452,8
234,0,32768,0,-58048,-30680,-11512,0
235,0,32768,0,-58016,-30657,-11572,-9
236,0,32768,0,-57984,-30646,-11602,3
237,0,32768,0,-57952,-30623,-11661,-6
238,0,32768,0,-57920,-30612,-11691,5
239,0,32768,0,-57888,-30589,-11751,-3
240,0,32768,0,-57856,-30577,-11781,8
241,0,32768,0,-57824,-30554,-11841,0
242,0,32768,0,-57792,-30531,-11900,-9
243,0,32768,0,-57760,-30519,-11930,2
244,0,32768,0,-57728,-30496,-11990,-6
245,0,32768,0,-57696,-30484,-12019,5
246,0,32768,0,-57664,-30460,-12079,-3
247,0,32768,0,-57632,-30449,-12109,8
248,0,32768,0,-57600,-30425,-12167,0
249,0,32768,0,-57568,-30402,-12227,-9
250,0,32768,0,-57536,-30390,-12257,3
251,0,32768,0,-57504,-30366,-12316,-6
252,0,32768,0,-57472,-30354,-12346,6
253,0,32768,0,-57440,-30329,-12405,-3
254,0,32768,0,-57408,-30317,-12434,9
255,0,32768,0,-57376,-30293,-12494,0
256,0,32768,0,-57344,-30268,-12553,-9
257,0,32768,0,-57312,-30256,-12582,3
258,0,32768,0,-57280,-30232,-12641,-6
259,0,32768,0,-57248,-30219,-12671,6
260,0,32768,0,-57216,-30194,-12730,-3
261,0,32768,0,-57184,-30182,-12759,8
262,0,32768,0,-57152,-30157,-12818,0
263,0,32768,0,-57120,-30132,-12877,-9
264,0,32768,0,-57088,-30119,-12907,3
265,0,32768,0,-57056,-30094,-12966,-6
266,0,32768,0,-57024,-30081,-12995,5
267,0,32768,0,-56992,-30056,-13054,-3
268,0,32768,0,-56960,-30043,-13083,8
269,0,32768,0,-56928,-30018,-13141,0
270,0,32768,0,-56896,-29992,-13200,-9
271,0,32768,0,-56864,-29979,-13229,3
272,0,32768,0,-56832,-29953,-13288,-6
273,0,32768,0,-56800,-29940,-13317,5
274,0,32768,0,-56768,-29914,-13376,-3
275,0,32768,0,-56736,-29901,-13405,8
276,0,32768,0,-56704,-29875,-13463,0
277,0,32768,0,-56672,-29848,-13521,-9
278,0,32768,0,-56640,-29835,-13551,2
279,0,32768,0,-56608,-29808,-13609,-6
280,0,32768,0,-56576,-29795,-13638,5
281,0,32768,0,-56544,-29769,-13696,-3
282,0,32768,0,-56512,-29755,-13725,8
283,0,32768,0,-56480,-29728,-13783,-1
284,0,32768,0,-56448,-29701,-13841,-9
285,0,32768,0,-56416,-29688,-13870,2
286,0,32768,0,-56384,-29661,-13928,-6
287,0,32768,0,-56352,-29647,-13957,5
288,0,32768,0,-56320,-29619,-14015,-4
289,0,32768,0,-56288,-29594,-14069,-9
290,0,32768,0,-56256,-29580,-14098,2
291,0,32768,0,-56224,-29553,-14155,-6
292,0,32768,0,-56192,-29539,-14184,5
293,0,32768,0,-56160,-29511,-14242,-4
294,0,32768,0,-56128,-29497,-14271,8
295,0,32768,0,-56096,-29469,-14328,-1
296,0,32768,0,-56064,-29441,-14386,-9
297,0,32768,0,-56032,-29427,-14415,2
298,0,32768,0,-56000,-29399,-14472,-7
299,0,32768,0,-55968,-29385,-14501,5
300,0,32768,0,-55936,-29357,-14558,-4
301,0,32768,0,-55904,-29342,-14587,8
302,0,32768,0,-55872,-29314,-14644,-1
303,0,32768,0,-55840,-29285,-14701,-10
304,0,32768,0,-55808,-29271,-14730,2
305,0,32768,0,-55776,-29242,-14787,-7
306,0,32768,0,-55744,-29227,-14816,5
307,0,32768,0,-55712,-29198,-14873,-4
308,0,32768,0,-55680,-29184,-14901,8
309,0,32768,0,-55648,-29155,-14958,-1
310,0,32768,0,-55616,-29126,-15015,-10
311,0,32768,0,-55584,-29111,-15043,2
312,0,32768,0,-55552,-29081,-15100,-7
313,0,32768,0,-55520,-29067,-15129,5
314,0,32768,0,-55488,-29037,-15185,-4
315,0,32768,0,-55456,-29022,-15214,8
316,0,32768,0,-55424,-28992,-15270,-1
317,0,32768,0,-55392,-28962,-15327,-10
318,0,32768,0,-55360,-28947,-15355,2
319,0,32768,0,-55328,-28918,-15412,-7
320,0,32768,0,-55296,-28902,-15440,5
321,0,32768,0,-55264,-28872,-15496,-4
322,0,32768,0,-55232,-28857,-15525,8
323,0,32768,0,-55200,-28827,-15581,-1
324,0,32768,0,-55168,-28796,-15637,-10
325,0,32768,0,-55136,-28781,-15665,2
326,0,32768,0,-55104,-28750,-15722,-7
327,0,32768,0,-55072,-28735,-15750,5
328,0,32768,0,-55040,-28704,-15806,-4
329,0,32768,0,-55008,-28688,-15834,8
330,0,32768,0,-54976,-28658,-15889,-1
331,0,32768,0,-54944,-28627,-15945,-9
332,0,32768,0,-54912,-28611,-15973,2
333,0,32768,0,-54880,-28580,-16029,-7
334,0,32768,0,-54848,-28564,-16057,5
335,0,32768,0,-54816,-28533,-16113,-4
336,0,32768,0,-54784,-28517,-16140,8
337,0,32768,0,-54752,-28486,-16196,-1
338,0,32768,0,-54720,-28454,-16252,-10
339,0,32768,0,-54688,-28438,-16280,2
340,0,32768,0,-54656,-28406,-16335,-7
341,0,32768,0,-54624,-28390,-16363,5
342,0,32768,0,-54592,-28358,-16418,-4
343,0,32768,0,-54560,-28342,-16446,8
344,0,32768,0,-54528,-28310,-16501,-1
345,0,32768,0,-54496,-28278,-16556,-10
346,0,32768,0,-54464,-28261,-16584,2
347,0,32768,0,-54432,-28229,-16639,-7
348,0,32768,0,-54400,-28213,-16667,5
349,0,32768,0,-54368,-28180,-16722,-4
350,0,32768,0,-54336,-28164,-16749,8
351,0,32768,0,-54304,-28131,-16804,-1
352,0,32768,0,-54272,-28098,-16859,-10
353,0,32768,0,-54240,-28082,-16887,2
354,0,32768,0,-54208,-28049,-16942,-7
355,0,32768,0,-54176,-28032,-16969,5
356,0,32768,0,-54144,-27999,-17024,-4
357,0,32768,0,-54112,-27982,-17051,8
358,0,32768,0,-54080,-27949,-17106,-1
359,0,32768,0,-54048,-27915,-17160,-10
360,0,32768,0,-54016,-27899,-17187,2
361,0,32768,0,-53984,-27865,-17242,-7
362,0,32768,0,-53952,-27848,-17269,5
363,0,32768,0,-53920,-27814,-17323,-4
364,0,32768,0,-53888,-27797,-17351,8
365,0,32768,0,-53856,-27764,-17405,-1
366,0,32768,0,-53824,-27729,-17459,-10
367,0,32768,0,-53792,-27712,-17486,2
368,0,32768,0,-53760,-27678,-17540,-7
369,0,32768,0,-53728,-27661,-17567,5
370,0,32768,0,-53696,-27629,-17617,-1
371,0,32768,0,-53664,-27595,-17671,-10
372,0,32768,0,-53632,-27578,-17698,2
373,0,32768,0,-53600,-27543,-17752,-7
374,0,32768,0,-53568,-27525,-17779,4
375,0,32768,0,-53536,-27491,-17833,-4
376,0,32768,0,-53504,-27473,-17860,7
377,0,32768,0,-53472,-27438,-17913,-1
378,0,32768,0,-53440,-27403,-17967,-10
379,0,32768,0,-53408,-27386,-17994,1
380,0,32768,0,-53376,-27351,-18047,-7
381,0,32768,0,-53344,-27333,-18074,4
382,0,32768,0,-53312,-27297,-18127,-4
383,0,32768,0,-53280,-27280,-18154,7
384,0,32768,0,-53248,-27244,-18207,-2
385,0,32768,0,-53216,-27227,-18234,10
386,0,32768,0,-53184,-27191,-18287,1
387,0,32768,0,-53152,-27155,-18340,-7
388,0,32768,0,-53120,-27137,-18366,4
389,0,32768,0,-53088,-27101,-18419,-5
390,0,32768,0,-53056,-27083,-18446,7
391,0,32768,0,-53024,-27047,-18498,-2
392,0,32768,0,-52992,-27029,-18525,10
393,0,32768,0,-52960,-26993,-18578,1
394,0,32768,0,-52928,-26956,-18630,-7
395,0,32768,0,-52896,-26938,-18657,4
396,0,32768,0,-52864,-26902,-18709,-5
397,0,32768,0,-52832,-26883,-18736,7
398,0,32768,0,-52800,-26847,-18788,-2
399,0,32768,0,-52768,-26828,-18814,10
400,0,32768,0,-52736,-26792,-18866,1
401,0,32768,0,-52704,-26755,-18919,-8
402,0,32768,0,-52672,-26736,-18945,4
403,0,32768,0,-52640,-26699,-18997,-5
404,0,32768,0,-52608,-26681,-19023,7
405,0,32768,0,-52576,-26643,-19075,-2
406,0,32768,0,-52544,-26625,-19101,10
407,0,32768,0,-52512,-26587,-19153,1
408,0,32768,0,-52480,-26550,-19205,-8
409,0,32768,0,-52448,-26531,-19231,4
410,0,32768,0,-52416,-26494,-19282,-4
411,0,32768,0,-52384,-26475,-19308,7
412,0,32768,0,-52352,-26437,-19360,-1
413,0,32768,0,-52320,-26400,-19412,-10
414,0,32768,0,-52288,-26381,-19437,1
415,0,32768,0,-52256,-26343,-19489,-7
416,0,32768,0,-52224,-26324,-19514,4
417,0,32768,0,-52192,-26285,-19566,-4
418,0,32768,0,-52160,-26266,-19592,7
419,0,32768,0,-52128,-26228,-19643,-2
420,0,32768,0,-52096,-26209,-19668,10
421,0,32768,0,-52064,-26170,-19720,1
422,0,32768,0,-52032,-26132,-19771,-7
423,0,32768,0,-52000,-26112,-19796,4
424,0,32768,0,-51968,-26074,-19847,-5
425,0,32768,0,-51936,-26054,-19873,7
426,0,32768,0,-51904,-26015,-19923,-2
427,0,32768,0,-51872,-25996,-19949,10
428,0,32768,0,-51840,-25957,-20000,1
429,0,32768,0,-51808,-25918,-20050,-8
430,0,32768,0,-51776,-25898,-20076,4
431,0,32768,0,-51744,-25859,-20126,-5
432,0,32768,0,-51712,-25839,-20151,7
433,0,32768,0,-51680,-25800,-20202,-2
434,0,32768,0,-51648,-25780,-20227,10
435,0,32768,0,-51616,-25741,-20277,1
436,0,32768,0,-51584,-25701,-20327,-8
437,0,32768,0,-51552,-25681,-20353,4
438,0,32768,0,-51520,-25641,-20403,-5
439,0,32768,0,-51488,-25621,-20428,7
440,0,32768,0,-51456,-25581,-20478,-2
441,0,32768,0,-51424,-25561,-20503,10
442,0,32768,0,-51392,-25521,-20553,1
443,0,32768,0,-51360,-25481,-20602,-8
444,0,32768,0,-51328,-25461,-20627,4
445,0,32768,0,-51296,-25420,-20677,-5
446,0,32768,0,-51264,-25400,-20702,7
447,0,32768,0,-51232,-25360,-20751,-2
448,0,32768,0,-51200,-25339,-20776,10
449,0,32768,0,-51168,-25299,-20826,1
450,0,32768,0,-51136,-25258,-20875,-8
451,0,32768,0,-51104,-25241,-20896,7
452,0,32768,0,-51072,-25200,-20945,-2
453,0,32768,0,-51040,-25179,-20970,10
454,0,32768,0,-51008,-25138,-21019,1
455,0,32768,0,-50976,-25097,-21068,-8
456,0,32768,0,-50944,-25077,-21092,4
457,0,32768,0,-50912,-25036,-21141,-5
458,0,32768,0,-50880,-25015,-21166,7
459,0,32768,0,-50848,-24973,-21215,-2
460,0,32768,0,-50816,-24953,-21239,10
461,0,32768,0,-50784,-24911,-21288,1
462,0,32768,0,-50752,-24870,-21336,-8
463,0,32768,0,-50720,-24849,-21361,4
464,0,32768,0,-50688,-24807,-21409,-5
465,0,32768,0,-50656,-24786,-21433,7
466,0,32768,0,-50624,-24744,-21482,-2
467,0,32768,0,-50592,-24723,-21506,9
468,0,32768,0,-50560,-24681,-21554,1
469,0,32768,0,-50528,-24639,-21602,-8
470,0,32768,0,-50496,-24618,-21626,4
471,0,32768,0,-50464,-24576,-21674,-5
472,0,32768,0,-50432,-24554,-21698,7
473,0,32768,0,-50400,-24512,-21746,-2
474,0,32768,0,-50368,-24491,-21770,9
475,0,32768,0,-50336,-24448,-21818,1
476,0,32768,0,-50304,-24406,-21866,-8
477,0,32768,0,-50272,-24384,-21890,4
478,0,32768,0,-50240,-24341,-21937,-5
479,0,32768,0,-50208,-24320,-21961,6
480,0,32768,0,-50176,-24277,-22008,-2
481,0,32768,0,-50144,-24255,-22032,9
482,0,32768,0,-50112,-24212,-22079,1
483,0,32768,0,-50080,-24169,-22127,-8
484,0,32768,0,-50048,-24148,-22150,3
485,0,32768,0,-50016,-24104,-22197,-5
486,0,32768,0,-49984,-24083,-22221,6
487,0,32768,0,-49952,-24039,-22268,-2
488,0,32768,0,-49920,-24017,-22291,9
489,0,32768,0,-49888,-23974,-22338,0
490,0,32768,0,-49856,-23930,-22385,-8
491,0,32768,0,-49824,-23908,-22409,3
492,0,32768,0,-49792,-23865,-22454,-5
493,0,32768,0,-49760,-23843,-22478,7
494,0,32768,0,-49728,-23799,-22524,-2
495,0,32768,0,-49696,-23777,-22548,10
496,0,32768,0,-49664,-23733,-22594,1
497,0,32768,0,-49632,-23689,-22640,-8
498,0,32768,0,-49600,-23667,-22663,4
499,0,32768,0,-49568,-23622,-22710,-5
500,0,32768,0,-49536,-23600,-22733,7
501,0,32768,0,-49504,-23556,-22779,-2
502,0,32768,0,-49472,-23533,-22802,9
503,0,32768,0,-49440,-23489,-22848,1
504,0,32768,0,-49408,-23444,-22893,-8
505,0,32768,0,-49376,-23422,-22916,4
506,0,32768,0,-49344,-23377,-22962,-5
507,0,32768,0,-49312,-23355,-22985,6
508,0,32768,0,-49280,-23310,-23030,-2
509,0,32768,0,-49248,-23287,-23053,9
510,0,32768,0,-49216,-23242,-23099,1
511,0,32768,0,-49184,-23197,-23144,-8
512,0,32768,0,-49152,-23167,-23174,-4
513,0,32768,0,-49120,-23144,-23197,8
514,0,32768,0,-49088,-23099,-23242,-1
515,0,32768,0,-49056,-23053,-23287,-9
516,0,32768,0,-49024,-23030,-23310,2
517,0,32768,0,-48992,-22985,-23355,-6
518,0,32768,0,-48960,-22962,-23377,5
519,0,32768,0,-48928,-22916,-23422,-4
520,0,32768,0,-48896,-22893,-23444,8
521,0,32768,0,-48864,-22848,-23489,-1
522,0,32768,0,-48832,-22802,-23533,-9
523,0,32768,0,-48800,-22779,-23556,2
524,0,32768,0,-48768,-22733,-23600,-7
525,0,32768,0,-48736,-22710,-23622,5
526,0,32768,0,-48704,-22663,-23667,-4
527,0,32768,0,-48672,-22640,-23689,8
528,0,32768,0,-48640,-22594,-23733,-1
529,0,32768,0,-48608,-22548,-23777,-10
530,0,32768,0,-48576,-22524,-23799,2
531,0,32768,0,-48544,-22478,-23843,-7
532,0,32768,0,-48512,-22454,-23865,5
533,0,32768,0,-48480,-22409,-23908,-3
534,0,32768,0,-48448,-22385,-23930,8
535,0,32768,0,-48416,-22338,-23974,0
536,0,32768,0,-48384,-22291,-24017,-9
537,0,32768,0,-48352,-22268,-24039,2
538,0,32768,0,-48320,-22221,-24083,-6
539,0,32768,0,-48288,-22197,-24104,5
540,0,32768,0,-48256,-22150,-24148,-3
541,0,32768,0,-48224,-22127,-24169,8
542,0,32768,0,-48192,-22079,-24212,-1
543,0,32768,0,-48160,-22032,-24255,-9
544,0,32768,0,-48128,-22008,-24277,2
545,0,32768,0,-48096,-21961,-24320,-6
546,0,32768,0,-48064,-21937,-24341,5
547,0,32768,0,-48032,-21890,-24384,-4
548,0,32768,0,-48000,-21866,-24406,8
549,0,32768,0,-47968,-21818,-24448,-1
550,0,32768,0,-47936,-21770,-24491,-9
551,0,32768,0,-47904,-21746,-24512,2
552,0,32768,0,-47872,-21698,-24554,-7
553,0,32768,0,-47840,-21674,-24576,5
554,0,32768,0,-47808,-21626,-24618,-4
555,0,32768,0,-47776,-21602,-24639,8
556,0,32768,0,-47744,-21554,-24681,-1
557,0,32768,0,-47712,-21506,-24723,-9
558,0,32768,0,-47680,-21482,-24744,2
559,0,32768,0,-47648,-21433,-24786,-7
560,0,32768,0,-47616,-21409,-24807,5
561,0,32768,0,-47584,-21361,-24849,-4
562,0,32768,0,-47552,-21336,-24870,8
563,0,32768,0,-47520,-21288,-24911,-1
564,0,32768,0,-47488,-21239,-24953,-10
565,0,32768,0,-47456,-21215,-24973,2
566,0,32768,0,-47424,-21166,-25015,-7
567,0,32768,0,-47392,-21141,-25036,5
568,0,32768,0,-47360,-21092,-25077,-4
569,0,32768,0,-47328,-21068,-25097,8
570,0,32768,0,-47296,-21019,-25138,-1
571,0,32768,0,-47264,-20970,-25179,-10
572,0,32768,0,-47232,-20945,-25200,2
573,0,32768,0,-47200,-20896,-25241,-7
574,0,32768,0,-47168,-20875,-25258,8
575,0,32768,0,-47136,-20826,-25299,-1
576,0,32768,0,-47104,-20776,-25339,-10
577,0,32768,0,-47072,-20751,-25360,2
578,0,32768,0,-47040,-20702,-25400,-7
579,0,32768,0,-47008,-20677,-25420,5
580,0,32768,0,-46976,-20627,-25461,-4
581,0,32768,0,-46944,-20602,-25481,8
582,0,32768,0,-46912,-20553,-25521,-1
583,0,32768,0,-46880,-20503,-25561,-10
584,0,32768,0,-46848,-20478,-25581,2
585,0,32768,0,-46816,-20428,-25621,-7
586,0,32768,0,-46784,-20403,-25641,5
587,0,32768,0,-46752,-20353,-25681,-4
588,0,32768,0,-46720,-20327,-25701,8
589,0,32768,0,-46688,-20277,-25741,-1
590,0,32768,0,-46656,-20227,-25780,-10
591,0,32768,0,-46624,-20202,-25800,2
592,0,32768,0,-46592,-20151,-25839,-7
593,0,32768,0,-46560,-20126,-25859,5
