seq,mode,x,y,z,xo,yo,zo
100,0,32768,0,-62336,-32383,-5007,0
101,0,32768,0,-62304,-32375,-5059,-1
102,0,32768,0,-62272,-32368,-5106,0
103,0,32768,0,-62240,-32360,-5157,-1
104,0,32768,0,-62208,-32352,-5205,0
105,0,32768,0,-62176,-32344,-5256,-1
106,0,32768,0,-62144,-32336,-5304,1
107,0,32768,0,-62112,-32328,-5355,0
108,0,32768,0,-62080,-32320,-5402,1
109,0,32768,0,-62048,-32311,-5453,0
110,0,32768,0,-62016,-32302,-5505,-1
111,0,32768,0,-61984,-32294,-5552,0
112,0,32768,0,-61952,-32285,-5603,-1
113,0,32768,0,-61920,-32277,-5651,1
114,0,32768,0,-61888,-32268,-5702,0
115,0,32768,0,-61856,-32260,-5749,1
116,0,32768,0,-61824,-32251,-5800,0
117,0,32768,0,-61792,-32241,-5851,-1
118,0,32768,0,-61760,-32233,-5898,0
119,0,32768,0,-61728,-32223,-5950,-1
120,0,32768,0,-61696,-32214,-5997,1
121,0,32768,0,-61664,-32205,-6048,0
122,0,32768,0,-61632,-32196,-6095,1
123,0,32768,0,-61600,-32186,-6146,0
124,0,32768,0,-61568,-32177,-6197,-1
125,0,32768,0,-61536,-32168,-6244,0
126,0,32768,0,-61504,-32157,-6296,-1
127,0,32768,0,-61472,-32148,-6343,1
128,0,32768,0,-61440,-32138,-6394,-1
129,0,32768,0,-61408,-32129,-6441,1
130,0,32768,0,-61376,-32118,-6492,0
131,0,32768,0,-61344,-32108,-6543,-1
132,0,32768,0,-61312,-32099,-6589,1
133,0,32768,0,-61280,-32088,-6640,-1
134,0,32768,0,-61248,-32079,-6687,1
135,0,32768,0,-61216,-32068,-6738,0
136,0,32768,0,-61184,-32057,-6789,-1
137,0,32768,0,-61152,-32047,-6836,0
138,0,32768,0,-61120,-32036,-6887,-1
139,0,32768,0,-61088,-32026,-6933,0
140,0,32768,0,-61056,-32015,-6984,-1
141,0,32768,0,-61024,-32005,-7031,1
142,0,32768,0,-60992,-31994,-7082,0
143,0,32768,0,-60960,-31983,-7129,1
144,0,32768,0,-60928,-31972,-7180,0
145,0,32768,0,-60896,-31960,-7230,-1
146,0,32768,0,-60864,-31950,-7277,0
147,0,32768,0,-60832,-31938,-7328,-1
148,0,32768,0,-60800,-31927,-7375,1
149,0,32768,0,-60768,-31916,-7425,0
150,0,32768,0,-60736,-31905,-7472,1
151,0,32768,0,-60704,-31893,-7523,0
152,0,32768,0,-60672,-31881,-7573,-1
153,0,32768,0,-60640,-31870,-7620,0
154,0,32768,0,-60608,-31858,-7670,-1
155,0,32768,0,-60576,-31846,-7717,1
156,0,32768,0,-60544,-31834,-7768,0
157,0,32768,0,-60512,-31823,-7814,1
158,0,32768,0,-60480,-31810,-7865,0
159,0,32768,0,-60448,-31798,-7915,-1
160,0,32768,0,-60416,-31786,-7962,0
161,0,32768,0,-60384,-31773,-8012,-1
162,0,32768,0,-60352,-31762,-8059,1
163,0,32768,0,-60320,-31749,-8109,-1
164,0,32768,0,-60288,-31737,-8156,1
165,0,32768,0,-60256,-31724,-8206,0
166,0,32768,0,-60224,-31712,-8252,1
167,0,32768,0,-60192,-31699,-8303,0
168,0,32768,0,-60160,-31685,-8353,-1
169,0,32768,0,-60128,-31673,-8400,0
170,0,32768,0,-60096,-31660,-8450,-1
171,0,32768,0,-60064,-31647,-8496,1
172,0,32768,0,-60032,-31634,-8545,0
173,0,32768,0,-60000,-31620,-8596,-1
174,0,32768,0,-59968,-31608,-8642,0
175,0,32768,0,-59936,-31594,-8692,-1
176,0,32768,0,-59904,-31581,-8739,1
177,0,32768,0,-59872,-31568,-8789,0
178,0,32768,0,-59840,-31555,-8835,1
179,0,32768,0,-59808,-31540,-8885,0
180,0,32768,0,-59776,-31526,-8935,-1
181,0,32768,0,-59744,-31513,-8981,0
182,0,32768,0,-59712,-31499,-9031,-1
183,0,32768,0,-59680,-31486,-9077,1
184,0,32768,0,-59648,-31471,-9127,0
185,0,32768,0,-59616,-31458,-9173,1
186,0,32768,0,-59584,-31443,-9223,0
187,0,32768,0,-59552,-31428,-9273,-1
188,0,32768,0,-59520,-31415,-9319,0
189,0,32768,0,-59488,-31400,-9369,-1
190,0,32768,0,-59456,-31386,-9415,1
191,0,32768,0,-59424,-31371,-9465,-1
192,0,32768,0,-59392,-31357,-9511,1
193,0,32768,0,-59360,-31342,-9560,0
194,0,32768,0,-59328,-31327,-9610,-1
195,0,32768,0,-59296,-31313,-9656,0
196,0,32768,0,-59264,-31298,-9706,-1
197,0,32768,0,-59232,-31283,-9752,1
198,0,32768,0,-59200,-31268,-9801,-1
199,0,32768,0,-59168,-31253,-9847,1
200,0,32768,0,-59136,-31238,-9897,0
201,0,32768,0,-59104,-31223,-9942,1
202,0,32768,0,-59072,-31207,-9992,0
203,0,32768,0,-59040,-31192,-10041,-1
204,0,32768,0,-59008,-31177,-10087,0
205,0,32768,0,-58976,-31161,-10137,-1
206,0,32768,0,-58944,-31146,-10182,1
207,0,32768,0,-58912,-31129,-10232,0
208,0,32768,0,-58880,-31115,-10277,1
209,0,32768,0,-58848,-31098,-10327,0
210,0,32768,0,-58816,-31082,-10375,-1
211,0,32768,0,-58784,-31067,-10420,1
212,0,32768,0,-58752,-31050,-10470,0
213,0,32768,0,-58720,-31035,-10515,1
214,0,32768,0,-58688,-31019,-10564,0
215,0,32768,0,-58656,-31002,-10614,-1
216,0,32768,0,-58624,-30986,-10659,0
217,0,32768,0,-58592,-30969,-10708,-1
218,0,32768,0,-58560,-30953,-10754,1
219,0,32768,0,-58528,-30936,-10803,0
220,0,32768,0,-58496,-30920,-10848,1
221,0,32768,0,-58464,-30903,-10897,0
222,0,32768,0,-58432,-30886,-10946,-1
223,0,32768,0,-58400,-30870,-10991,0
224,0,32768,0,-58368,-30852,-11040,-1
225,0,32768,0,-58336,-30836,-11086,1
226,0,32768,0,-58304,-30818,-11135,0
227,0,32768,0,-58272,-30802,-11180,1
228,0,32768,0,-58240,-30784,-11228,0
229,0,32768,0,-58208,-30766,-11277,-1
230,0,32768,0,-58176,-30750,-11322,0
231,0,32768,0,-58144,-30732,-11371,-1
232,0,32768,0,-58112,-30715,-11416,1
233,0,32768,0,-58080,-30697,-11465,0
234,0,32768,0,-58048,-30680,-11510,1
235,0,32768,0,-58016,-30662,-11558,0
236,0,32768,0,-57984,-30643,-11607,-1
237,0,32768,0,-57952,-30626,-11652,0
238,0,32768,0,-57920,-30608,-11700,-1
239,0,32768,0,-57888,-30591,-11745,0
240,0,32768,0,-57856,-30572,-11794,-1
241,0,32768,0,-57824,-30555,-11839,1
242,0,32768,0,-57792,-30536,-11887,0
243,0,32768,0,-57760,-30519,-11932,1
244,0,32768,0,-57728,-30500,-11980,0
245,0,32768,0,-57696,-30480,-12029,-1
246,0,32768,0,-57664,-30463,-12073,0
247,0,32768,0,-57632,-30443,-12122,-1
248,0,32768,0,-57600,-30426,-12166,1
249,0,32768,0,-57568,-30407,-12214,0
250,0,32768,0,-57536,-30387,-12262,-1
251,0,32768,0,-57504,-30369,-12307,0
252,0,32768,0,-57472,-30350,-12355,-1
253,0,32768,0,-57440,-30332,-12399,1
254,0,32768,0,-57408,-30312,-12447,0
255,0,32768,0,-57376,-30293,-12492,1
256,0,32768,0,-57344,-30274,-12540,0
257,0,32768,0,-57312,-30254,-12588,-1
258,0,32768,0,-57280,-30235,-12632,0
259,0,32768,0,-57248,-30215,-12680,-1
260,0,32768,0,-57216,-30197,-12724,1
261,0,32768,0,-57184,-30176,-12772,0
262,0,32768,0,-57152,-30158,-12817,1
263,0,32768,0,-57120,-30137,-12864,0
264,0,32768,0,-57088,-30117,-12912,-1
265,0,32768,0,-57056,-30098,-12956,0
266,0,32768,0,-57024,-30077,-13004,-1
267,0,32768,0,-56992,-30058,-13048,0
268,0,32768,0,-56960,-30037,-13096,-1
269,0,32768,0,-56928,-30018,-13140,1
270,0,32768,0,-56896,-29997,-13187,0
271,0,32768,0,-56864,-29977,-13235,-1
272,0,32768,0,-56832,-29957,-13279,0
273,0,32768,0,-56800,-29936,-13326,-1
274,0,32768,0,-56768,-29916,-13370,0
275,0,32768,0,-56736,-29895,-13418,-1
276,0,32768,0,-56704,-29875,-13461,1
277,0,32768,0,-56672,-29854,-13509,0
278,0,32768,0,-56640,-29834,-13552,1
279,0,32768,0,-56608,-29813,-13600,0
280,0,32768,0,-56576,-29791,-13647,-1
281,0,32768,0,-56544,-29771,-13691,0
282,0,32768,0,-56512,-29749,-13738,-1
283,0,32768,0,-56480,-29729,-13782,1
284,0,32768,0,-56448,-29707,-13829,0
285,0,32768,0,-56416,-29687,-13872,1
286,0,32768,0,-56384,-29665,-13919,0
287,0,32768,0,-56352,-29643,-13966,-1
288,0,32768,0,-56320,-29622,-14010,0
289,0,32768,0,-56288,-29600,-14056,0
290,0,32768,0,-56256,-29580,-14099,1
291,0,32768,0,-56224,-29557,-14146,0
292,0,32768,0,-56192,-29535,-14193,-1
293,0,32768,0,-56160,-29514,-14237,0
294,0,32768,0,-56128,-29491,-14283,-1
295,0,32768,0,-56096,-29470,-14326,1
296,0,32768,0,-56064,-29448,-14373,-1
297,0,32768,0,-56032,-29426,-14416,1
298,0,32768,0,-56000,-29403,-14463,0
299,0,32768,0,-55968,-29381,-14510,-1
300,0,32768,0,-55936,-29359,-14553,0
301,0,32768,0,-55904,-29336,-14599,-1
302,0,32768,0,-55872,-29315,-14642,0
303,0,32768,0,-55840,-29291,-14689,-1
304,0,32768,0,-55808,-29270,-14731,1
305,0,32768,0,-55776,-29246,-14778,0
306,0,32768,0,-55744,-29225,-14821,1
307,0,32768,0,-55712,-29201,-14867,0
308,0,32768,0,-55680,-29177,-14914,-1
309,0,32768,0,-55648,-29156,-14956,0
310,0,32768,0,-55616,-29132,-15002,-1
311,0,32768,0,-55584,-29110,-15045,1
312,0,32768,0,-55552,-29086,-15091,0
313,0,32768,0,-55520,-29064,-15134,1
314,0,32768,0,-55488,-29040,-15180,0
315,0,32768,0,-55456,-29016,-15226,-1
316,0,32768,0,-55424,-28993,-15269,0
317,0,32768,0,-55392,-28969,-15315,-1
318,0,32768,0,-55360,-28947,-15357,1
319,0,32768,0,-55328,-28922,-15403,0
320,0,32768,0,-55296,-28900,-15445,1
321,0,32768,0,-55264,-28875,-15491,0
322,0,32768,0,-55232,-28850,-15537,-1
323,0,32768,0,-55200,-28827,-15579,0
324,0,32768,0,-55168,-28803,-15625,-1
325,0,32768,0,-55136,-28780,-15667,1
326,0,32768,0,-55104,-28755,-15713,-1
327,0,32768,0,-55072,-28732,-15755,1
328,0,32768,0,-55040,-28707,-15800,0
329,0,32768,0,-55008,-28684,-15843,1
330,0,32768,0,-54976,-28659,-15887,1
331,0,32768,0,-54944,-28634,-15933,-1
332,0,32768,0,-54912,-28610,-15975,1
333,0,32768,0,-54880,-28585,-16020,0
334,0,32768,0,-54848,-28559,-16066,-1
335,0,32768,0,-54816,-28536,-16107,0
336,0,32768,0,-54784,-28510,-16153,-1
337,0,32768,0,-54752,-28487,-16194,0
338,0,32768,0,-54720,-28461,-16240,-1
339,0,32768,0,-54688,-28437,-16281,1
340,0,32768,0,-54656,-28411,-16326,0
341,0,32768,0,-54624,-28387,-16368,1
342,0,32768,0,-54592,-28361,-16413,0
343,0,32768,0,-54560,-28335,-16458,-1
344,0,32768,0,-54528,-28311,-16500,0
345,0,32768,0,-54496,-28285,-16544,-1
346,0,32768,0,-54464,-28261,-16586,1
347,0,32768,0,-54432,-28234,-16631,0
348,0,32768,0,-54400,-28210,-16672,1
349,0,32768,0,-54368,-28183,-16717,0
350,0,32768,0,-54336,-28157,-16761,-1
351,0,32768,0,-54304,-28132,-16803,0
352,0,32768,0,-54272,-28105,-16847,-1
353,0,32768,0,-54240,-28081,-16888,1
354,0,32768,0,-54208,-28054,-16933,0
355,0,32768,0,-54176,-28029,-16974,1
356,0,32768,0,-54144,-28002,-17018,0
357,0,32768,0,-54112,-27975,-17063,-1
358,0,32768,0,-54080,-27950,-17104,0
359,0,32768,0,-54048,-27923,-17148,-1
360,0,32768,0,-54016,-27898,-17189,1
361,0,32768,0,-53984,-27870,-17233,-1
362,0,32768,0,-53952,-27845,-17274,1
363,0,32768,0,-53920,-27817,-17318,0
364,0,32768,0,-53888,-27792,-17359,1
365,0,32768,0,-53856,-27765,-17403,0
366,0,32768,0,-53824,-27737,-17447,-1
367,0,32768,0,-53792,-27711,-17488,0
368,0,32768,0,-53760,-27684,-17532,-1
369,0,32768,0,-53728,-27658,-17572,1
370,0,32768,0,-53696,-27630,-17616,0
371,0,32768,0,-53664,-27602,-17660,-1
372,0,32768,0,-53632,-27576,-17700,0
373,0,32768,0,-53600,-27548,-17744,-1
374,0,32768,0,-53568,-27522,-17784,1
375,0,32768,0,-53536,-27494,-17828,-1
376,0,32768,0,-53504,-27468,-17868,1
377,0,32768,0,-53472,-27439,-17912,0
378,0,32768,0,-53440,-27411,-17955,-1
379,0,32768,0,-53408,-27384,-17995,0
380,0,32768,0,-53376,-27356,-18039,-1
381,0,32768,0,-53344,-27330,-18079,1
382,0,32768,0,-53312,-27301,-18122,-1
383,0,32768,0,-53280,-27274,-18162,1
384,0,32768,0,-53248,-27245,-18205,0
385,0,32768,0,-53216,-27219,-18245,1
386,0,32768,0,-53184,-27190,-18288,0
387,0,32768,0,-53152,-27161,-18331,-1
388,0,32768,0,-53120,-27134,-18372,0
389,0,32768,0,-53088,-27104,-18414,-1
390,0,32768,0,-53056,-27078,-18454,1
391,0,32768,0,-53024,-27048,-18497,0
392,0,32768,0,-52992,-27021,-18537,1
393,0,32768,0,-52960,-26992,-18579,0
394,0,32768,0,-52928,-26962,-18622,-1
395,0,32768,0,-52896,-26935,-18662,0
396,0,32768,0,-52864,-26905,-18704,-1
397,0,32768,0,-52832,-26878,-18744,1
398,0,32768,0,-52800,-26848,-18787,0
399,0,32768,0,-52768,-26820,-18826,1
400,0,32768,0,-52736,-26791,-18868,0
401,0,32768,0,-52704,-26761,-18911,-1
402,0,32768,0,-52672,-26733,-18950,0
403,0,32768,0,-52640,-26703,-18992,-1
404,0,32768,0,-52608,-26675,-19032,1
405,0,32768,0,-52576,-26645,-19074,-1
406,0,32768,0,-52544,-26616,-19113,1
407,0,32768,0,-52512,-26586,-19155,0
408,0,32768,0,-52480,-26558,-19194,1
409,0,32768,0,-52448,-26528,-19236,0
410,0,32768,0,-52416,-26498,-19277,-1
411,0,32768,0,-52384,-26469,-19316,1
412,0,32768,0,-52352,-26439,-19358,0
413,0,32768,0,-52320,-26408,-19400,-1
414,0,32768,0,-52288,-26379,-19439,0
415,0,32768,0,-52256,-26349,-19481,-1
416,0,32768,0,-52224,-26320,-19519,1
417,0,32768,0,-52192,-26289,-19561,-1
418,0,32768,0,-52160,-26260,-19600,1
419,0,32768,0,-52128,-26229,-19641,0
420,0,32768,0,-52096,-26200,-19680,1
421,0,32768,0,-52064,-26169,-19721,0
422,0,32768,0,-52032,-26138,-19763,-1
423,0,32768,0,-52000,-26109,-19801,0
424,0,32768,0,-51968,-26077,-19842,-1
425,0,32768,0,-51936,-26048,-19881,1
426,0,32768,0,-51904,-26017,-19922,0
427,0,32768,0,-51872,-25987,-19960,1
428,0,32768,0,-51840,-25956,-20001,0
429,0,32768,0,-51808,-25924,-20042,-1
430,0,32768,0,-51776,-25894,-20080,0
431,0,32768,0,-51744,-25863,-20121,-1
432,0,32768,0,-51712,-25833,-20159,1
433,0,32768,0,-51680,-25801,-20200,0
434,0,32768,0,-51648,-25771,-20238,1
435,0,32768,0,-51616,-25739,-20279,0
436,0,32768,0,-51584,-25707,-20320,-1
437,0,32768,0,-51552,-25677,-20357,0
438,0,32768,0,-51520,-25645,-20398,-1
439,0,32768,0,-51488,-25615,-20436,1
440,0,32768,0,-51456,-25582,-20476,-1
441,0,32768,0,-51424,-25552,-20514,1
442,0,32768,0,-51392,-25520,-20554,0
443,0,32768,0,-51360,-25490,-20591,1
444,0,32768,0,-51328,-25457,-20632,0
445,0,32768,0,-51296,-25424,-20672,-1
446,0,32768,0,-51264,-25394,-20710,0
447,0,32768,0,-51232,-25361,-20750,-1
448,0,32768,0,-51200,-25330,-20787,1
449,0,32768,0,-51168,-25298,-20827,0
450,0,32768,0,-51136,-25267,-20864,1
451,0,32768,0,-51104,-25235,-20904,0
452,0,32768,0,-51072,-25201,-20944,-1
453,0,32768,0,-51040,-25170,-20981,1
454,0,32768,0,-51008,-25137,-21020,0
455,0,32768,0,-50976,-25106,-21057,1
456,0,32768,0,-50944,-25073,-21097,0
457,0,32768,0,-50912,-25039,-21137,-1
458,0,32768,0,-50880,-25008,-21174,0
459,0,32768,0,-50848,-24975,-21213,-1
460,0,32768,0,-50816,-24944,-21250,1
461,0,32768,0,-50784,-24910,-21289,0
462,0,32768,0,-50752,-24879,-21326,1
463,0,32768,0,-50720,-24845,-21365,0
464,0,32768,0,-50688,-24811,-21405,-1
465,0,32768,0,-50656,-24779,-21441,0
466,0,32768,0,-50624,-24745,-21480,-1
467,0,32768,0,-50592,-24714,-21517,1
468,0,32768,0,-50560,-24680,-21556,-1
469,0,32768,0,-50528,-24648,-21592,1
470,0,32768,0,-50496,-24614,-21631,0
471,0,32768,0,-50464,-24580,-21670,-1
472,0,32768,0,-50432,-24548,-21706,0
473,0,32768,0,-50400,-24513,-21745,-1
474,0,32768,0,-50368,-24481,-21781,1
475,0,32768,0,-50336,-24447,-21820,-1
476,0,32768,0,-50304,-24415,-21855,1
477,0,32768,0,-50272,-24380,-21894,0
478,0,32768,0,-50240,-24348,-21930,1
479,0,32768,0,-50208,-24313,-21968,0
480,0,32768,0,-50176,-24278,-22007,-1
481,0,32768,0,-50144,-24246,-22043,0
482,0,32768,0,-50112,-24211,-22081,-1
483,0,32768,0,-50080,-24179,-22116,1
484,0,32768,0,-50048,-24144,-22155,0
485,0,32768,0,-50016,-24111,-22190,1
486,0,32768,0,-49984,-24076,-22228,0
487,0,32768,0,-49952,-24040,-22266,-1
488,0,32768,0,-49920,-24008,-22302,0
489,0,32768,0,-49888,-23972,-22340,-1
490,0,32768,0,-49856,-23940,-22375,1
491,0,32768,0,-49824,-23904,-22413,0
492,0,32768,0,-49792,-23869,-22450,-1
493,0,32768,0,-49760,-23836,-22485,0
494,0,32768,0,-49728,-23800,-22523,-1
495,0,32768,0,-49696,-23767,-22558,1
496,0,32768,0,-49664,-23731,-22595,0
497,0,32768,0,-49632,-23699,-22630,1
498,0,32768,0,-49600,-23662,-22668,0
499,0,32768,0,-49568,-23626,-22705,-1
500,0,32768,0,-49536,-23593,-22740,0
501,0,32768,0,-49504,-23557,-22777,-1
502,0,32768,0,-49472,-23524,-22812,1
503,0,32768,0,-49440,-23487,-22849,-1
504,0,32768,0,-49408,-23454,-22883,1
505,0,32768,0,-49376,-23417,-22921,0
506,0,32768,0,-49344,-23384,-22955,1
507,0,32768,0,-49312,-23348,-22992,0
508,0,32768,0,-49280,-23311,-23029,-1
509,0,32768,0,-49248,-23277,-23063,0
510,0,32768,0,-49216,-23241,-23100,-1
511,0,32768,0,-49184,-23207,-23134,1
512,0,32768,0,-49152,-23171,-23170,0
513,0,32768,0,-49120,-23134,-23207,-1
514,0,32768,0,-49088,-23100,-23241,1
515,0,32768,0,-49056,-23063,-23277,0
516,0,32768,0,-49024,-23029,-23311,1
517,0,32768,0,-48992,-22992,-23348,0
518,0,32768,0,-48960,-22955,-23384,-1
519,0,32768,0,-48928,-22921,-23417,0
520,0,32768,0,-48896,-22883,-23454,-1
521,0,32768,0,-48864,-22849,-23487,1
522,0,32768,0,-48832,-22812,-23524,-1
523,0,32768,0,-48800,-22777,-23557,1
524,0,32768,0,-48768,-22740,-23593,0
525,0,32768,0,-48736,-22702,-23629,-1
526,0,32768,0,-48704,-22668,-23662,0
527,0,32768,0,-48672,-22630,-23699,-1
528,0,32768,0,-48640,-22595,-23731,0
529,0,32768,0,-48608,-22558,-23767,-1
530,0,32768,0,-48576,-22523,-23800,1
531,0,32768,0,-48544,-22485,-23836,0
532,0,32768,0,-48512,-22450,-23869,1
533,0,32768,0,-48480,-22413,-23904,0
534,0,32768,0,-48448,-22375,-23940,-1
535,0,32768,0,-48416,-22340,-23972,1
536,0,32768,0,-48384,-22302,-24008,0
537,0,32768,0,-48352,-22266,-24040,1
538,0,32768,0,-48320,-22228,-24076,0
539,0,32768,0,-48288,-22190,-24111,-1
540,0,32768,0,-48256,-22155,-24144,0
541,0,32768,0,-48224,-22116,-24179,-1
542,0,32768,0,-48192,-22081,-24211,1
543,0,32768,0,-48160,-22043,-24246,0
544,0,32768,0,-48128,-22007,-24278,1
545,0,32768,0,-48096,-21968,-24313,0
546,0,32768,0,-48064,-21930,-24348,-1
547,0,32768,0,-48032,-21894,-24380,0
548,0,32768,0,-48000,-21855,-24415,-1
549,0,32768,0,-47968,-21820,-24447,1
550,0,32768,0,-47936,-21781,-24481,-1
551,0,32768,0,-47904,-21745,-24513,1
552,0,32768,0,-47872,-21706,-24548,0
553,0,32768,0,-47840,-21667,-24582,-1
554,0,32768,0,-47808,-21631,-24614,0
555,0,32768,0,-47776,-21592,-24648,-1
556,0,32768,0,-47744,-21556,-24680,1
557,0,32768,0,-47712,-21517,-24714,-1
558,0,32768,0,-47680,-21480,-24745,1
559,0,32768,0,-47648,-21441,-24779,0
560,0,32768,0,-47616,-21402,-24813,-1
561,0,32768,0,-47584,-21365,-24845,0
562,0,32768,0,-47552,-21326,-24879,-1
563,0,32768,0,-47520,-21289,-24910,0
564,0,32768,0,-47488,-21250,-24944,-1
565,0,32768,0,-47456,-21213,-24975,1
566,0,32768,0,-47424,-21174,-25008,0
567,0,32768,0,-47392,-21137,-25039,1
568,0,32768,0,-47360,-21097,-25073,0
569,0,32768,0,-47328,-21057,-25106,-1
570,0,32768,0,-47296,-21020,-25137,0
571,0,32768,0,-47264,-20981,-25170,-1
572,0,32768,0,-47232,-20944,-25201,1
573,0,32768,0,-47200,-20904,-25235,0
574,0,32768,0,-47168,-20864,-25267,-1
575,0,32768,0,-47136,-20827,-25298,0
576,0,32768,0,-47104,-20787,-25330,-1
577,0,32768,0,-47072,-20750,-25361,1
578,0,32768,0,-47040,-20710,-25394,0
579,0,32768,0,-47008,-20672,-25424,1
580,0,32768,0,-46976,-20632,-25457,0
581,0,32768,0,-46944,-20591,-25490,-1
582,0,32768,0,-46912,-20554,-25520,0
583,0,32768,0,-46880,-20514,-25552,-1
584,0,32768,0,-46848,-20476,-25582,1
585,0,32768,0,-46816,-20436,-25615,-1
586,0,32768,0,-46784,-20398,-25645,1
587,0,32768,0,-46752,-20357,-25677,0
588,0,32768,0,-46720,-20320,-25707,1
589,0,32768,0,-46688,-20279,-25739,0
590,0,32768,0,-46656,-20238,-25771,-1
591,0,32768,0,-46624,-20200,-25801,0
592,0,32768,0,-46592,-20159,-25833,-1
593,0,32768,0,-46560,-20121,-25863,1
594,0,32768,0,-46528,-20080,-25894,0
595,0,32768,0,-46496,-20042,-25924,1
596,0,32768,0,-46464,-20001,-25956,0
597,0,32768,0,-46432,-19960,-25987,-1
598,0,32768,0,-46400,-19922,-26017,0
