seq,mode,x,y,z,xo,yo,zo
109,0,32768,0,-62048,-32311,-5454,-1
110,0,32768,0,-62016,-32303,-5504,0
111,0,32768,0,-61984,-32294,-5553,0
112,0,32768,0,-61952,-32286,-5602,0
113,0,32768,0,-61920,-32277,-5652,0
114,0,32768,0,-61888,-32268,-5701,0
115,0,32768,0,-61856,-32260,-5750,1
116,0,32768,0,-61824,-32251,-5801,-1
117,0,32768,0,-61792,-32242,-5850,0
118,0,32768,0,-61760,-32233,-5899,0
119,0,32768,0,-61728,-32223,-5949,0
120,0,32768,0,-61696,-32214,-5998,0
121,0,32768,0,-61664,-32205,-6047,0
122,0,32768,0,-61632,-32196,-6096,0
123,0,32768,0,-61600,-32187,-6145,1
124,0,32768,0,-61568,-32177,-6196,-1
125,0,32768,0,-61536,-32167,-6245,0
126,0,32768,0,-61504,-32158,-6295,0
127,0,32768,0,-61472,-32148,-6344,0
128,0,32768,0,-61440,-32139,-6393,0
129,0,32768,0,-61408,-32129,-6442,0
130,0,32768,0,-61376,-32119,-6491,0
131,0,32768,0,-61344,-32108,-6542,-1
132,0,32768,0,-61312,-32099,-6590,0
133,0,32768,0,-61280,-32089,-6639,0
134,0,32768,0,-61248,-32078,-6688,0
135,0,32768,0,-61216,-32068,-6737,0
136,0,32768,0,-61184,-32057,-6788,-1
137,0,32768,0,-61152,-32047,-6837,-1
138,0,32768,0,-61120,-32036,-6886,0
139,0,32768,0,-61088,-32026,-6934,0
140,0,32768,0,-61056,-32015,-6983,0
141,0,32768,0,-61024,-32004,-7032,0
142,0,32768,0,-60992,-31994,-7081,0
143,0,32768,0,-60960,-31983,-7130,1
144,0,32768,0,-60928,-31972,-7179,1
145,0,32768,0,-60896,-31960,-7229,0
146,0,32768,0,-60864,-31949,-7278,0
147,0,32768,0,-60832,-31938,-7327,0
148,0,32768,0,-60800,-31927,-7376,0
149,0,32768,0,-60768,-31916,-7424,0
150,0,32768,0,-60736,-31904,-7473,0
151,0,32768,0,-60704,-31893,-7522,0
152,0,32768,0,-60672,-31881,-7572,0
153,0,32768,0,-60640,-31870,-7621,0
154,0,32768,0,-60608,-31858,-7669,0
155,0,32768,0,-60576,-31846,-7718,0
156,0,32768,0,-60544,-31834,-7767,0
157,0,32768,0,-60512,-31822,-7815,0
158,0,32768,0,-60480,-31810,-7864,0
159,0,32768,0,-60448,-31798,-7914,-1
160,0,32768,0,-60416,-31786,-7963,0
161,0,32768,0,-60384,-31774,-8011,0
162,0,32768,0,-60352,-31761,-8060,0
163,0,32768,0,-60320,-31749,-8108,0
164,0,32768,0,-60288,-31737,-8157,0
165,0,32768,0,-60256,-31724,-8205,0
166,0,32768,0,-60224,-31711,-8253,1
167,0,32768,0,-60192,-31698,-8304,-1
168,0,32768,0,-60160,-31686,-8352,0
169,0,32768,0,-60128,-31673,-8401,0
170,0,32768,0,-60096,-31660,-8449,0
171,0,32768,0,-60064,-31647,-8497,0
172,0,32768,0,-60032,-31634,-8546,-1
173,0,32768,0,-60000,-31621,-8595,0
174,0,32768,0,-59968,-31607,-8643,0
175,0,32768,0,-59936,-31594,-8691,0
176,0,32768,0,-59904,-31581,-8740,0
177,0,32768,0,-59872,-31568,-8788,0
178,0,32768,0,-59840,-31554,-8836,1
179,0,32768,0,-59808,-31541,-8884,1
180,0,32768,0,-59776,-31527,-8934,0
181,0,32768,0,-59744,-31513,-8982,0
182,0,32768,0,-59712,-31499,-9030,0
183,0,32768,0,-59680,-31485,-9078,0
184,0,32768,0,-59648,-31471,-9126,0
185,0,32768,0,-59616,-31457,-9174,0
186,0,32768,0,-59584,-31443,-9222,0
187,0,32768,0,-59552,-31428,-9272,-1
188,0,32768,0,-59520,-31414,-9320,0
189,0,32768,0,-59488,-31400,-9368,0
190,0,32768,0,-59456,-31386,-9416,0
191,0,32768,0,-59424,-31372,-9464,0
192,0,32768,0,-59392,-31357,-9512,0
193,0,32768,0,-59360,-31343,-9559,0
194,0,32768,0,-59328,-31327,-9609,-1
195,0,32768,0,-59296,-31313,-9657,0
196,0,32768,0,-59264,-31298,-9705,0
197,0,32768,0,-59232,-31283,-9753,0
198,0,32768,0,-59200,-31268,-9800,0
199,0,32768,0,-59168,-31253,-9848,0
200,0,32768,0,-59136,-31238,-9896,0
201,0,32768,0,-59104,-31223,-9943,1
202,0,32768,0,-59072,-31207,-9993,-1
203,0,32768,0,-59040,-31192,-10040,0
204,0,32768,0,-59008,-31176,-10088,0
205,0,32768,0,-58976,-31161,-10136,0
206,0,32768,0,-58944,-31145,-10183,0
207,0,32768,0,-58912,-31130,-10231,0
208,0,32768,0,-58880,-31114,-10278,0
209,0,32768,0,-58848,-31098,-10326,1
210,0,32768,0,-58816,-31083,-10374,0
211,0,32768,0,-58784,-31067,-10421,0
212,0,32768,0,-58752,-31051,-10469,0
213,0,32768,0,-58720,-31035,-10516,1
214,0,32768,0,-58688,-31018,-10565,-1
215,0,32768,0,-58656,-31002,-10613,0
216,0,32768,0,-58624,-30986,-10660,0
217,0,32768,0,-58592,-30969,-10707,0
218,0,32768,0,-58560,-30953,-10755,0
219,0,32768,0,-58528,-30936,-10802,0
220,0,32768,0,-58496,-30920,-10849,0
221,0,32768,0,-58464,-30904,-10896,1
222,0,32768,0,-58432,-30886,-10945,0
223,0,32768,0,-58400,-30869,-10992,0
224,0,32768,0,-58368,-30853,-11039,0
225,0,32768,0,-58336,-30836,-11087,0
226,0,32768,0,-58304,-30819,-11134,0
227,0,32768,0,-58272,-30801,-11181,0
228,0,32768,0,-58240,-30785,-11227,1
229,0,32768,0,-58208,-30767,-11276,0
230,0,32768,0,-58176,-30750,-11323,0
231,0,32768,0,-58144,-30732,-11370,0
232,0,32768,0,-58112,-30715,-11417,0
233,0,32768,0,-58080,-30697,-11464,0
234,0,32768,0,-58048,-30680,-11511,0
235,0,32768,0,-58016,-30662,-11558,0
236,0,32768,0,-57984,-30644,-11606,-1
237,0,32768,0,-57952,-30626,-11653,0
238,0,32768,0,-57920,-30608,-11699,0
239,0,32768,0,-57888,-30590,-11746,0
240,0,32768,0,-57856,-30572,-11793,0
241,0,32768,0,-57824,-30554,-11840,0
242,0,32768,0,-57792,-30536,-11886,0
243,0,32768,0,-57760,-30518,-11933,1
244,0,32768,0,-57728,-30499,-11981,-1
245,0,32768,0,-57696,-30481,-12028,0
246,0,32768,0,-57664,-30462,-12074,0
247,0,32768,0,-57632,-30444,-12121,0
248,0,32768,0,-57600,-30426,-12167,1
249,0,32768,0,-57568,-30406,-12215,-1
250,0,32768,0,-57536,-30388,-12261,0
251,0,32768,0,-57504,-30369,-12308,0
252,0,32768,0,-57472,-30350,-12354,0
253,0,32768,0,-57440,-30331,-12400,0
254,0,32768,0,-57408,-30312,-12447,0
255,0,32768,0,-57376,-30293,-12493,0
256,0,32768,0,-57344,-30274,-12539,1
257,0,32768,0,-57312,-30254,-12587,0
258,0,32768,0,-57280,-30235,-12633,0
259,0,32768,0,-57248,-30216,-12679,0
260,0,32768,0,-57216,-30196,-12725,0
261,0,32768,0,-57184,-30177,-12771,0
262,0,32768,0,-57152,-30157,-12818,0
263,0,32768,0,-57120,-30138,-12863,0
264,0,32768,0,-57088,-30117,-12911,-1
265,0,32768,0,-57056,-30097,-12957,0
266,0,32768,0,-57024,-30078,-13003,0
267,0,32768,0,-56992,-30058,-13049,0
268,0,32768,0,-56960,-30038,-13095,0
269,0,32768,0,-56928,-30018,-13141,0
270,0,32768,0,-56896,-29998,-13186,0
271,0,32768,0,-56864,-29977,-13234,-1
272,0,32768,0,-56832,-29957,-13280,0
273,0,32768,0,-56800,-29936,-13325,0
274,0,32768,0,-56768,-29916,-13371,0
275,0,32768,0,-56736,-29895,-13417,0
276,0,32768,0,-56704,-29875,-13462,0
277,0,32768,0,-56672,-29854,-13508,0
278,0,32768,0,-56640,-29834,-13553,1
279,0,32768,0,-56608,-29812,-13601,-1
280,0,32768,0,-56576,-29791,-13646,0
281,0,32768,0,-56544,-29771,-13692,0
282,0,32768,0,-56512,-29750,-13737,0
283,0,32768,0,-56480,-29729,-13783,0
284,0,32768,0,-56448,-29708,-13828,0
285,0,32768,0,-56416,-29686,-13873,0
286,0,32768,0,-56384,-29665,-13918,1
287,0,32768,0,-56352,-29643,-13965,-1
288,0,32768,0,-56320,-29622,-14011,0
289,0,32768,0,-56288,-29601,-14055,0
290,0,32768,0,-56256,-29579,-14100,0
291,0,32768,0,-56224,-29558,-14145,1
292,0,32768,0,-56192,-29535,-14192,-1
293,0,32768,0,-56160,-29513,-14237,0
294,0,32768,0,-56128,-29492,-14282,0
295,0,32768,0,-56096,-29470,-14327,0
296,0,32768,0,-56064,-29448,-14372,0
297,0,32768,0,-56032,-29426,-14417,0
298,0,32768,0,-56000,-29404,-14462,0
299,0,32768,0,-55968,-29381,-14509,-1
300,0,32768,0,-55936,-29359,-14554,-1
301,0,32768,0,-55904,-29336,-14598,0
302,0,32768,0,-55872,-29314,-14643,0
303,0,32768,0,-55840,-29292,-14688,0
304,0,32768,0,-55808,-29269,-14732,0
305,0,32768,0,-55776,-29247,-14777,0
306,0,32768,0,-55744,-29224,-14822,1
307,0,32768,0,-55712,-29202,-14866,1
308,0,32768,0,-55680,-29178,-14913,0
309,0,32768,0,-55648,-29155,-14957,0
310,0,32768,0,-55616,-29133,-15001,0
311,0,32768,0,-55584,-29109,-15046,0
312,0,32768,0,-55552,-29087,-15090,0
313,0,32768,0,-55520,-29063,-15135,1
314,0,32768,0,-55488,-29040,-15179,1
315,0,32768,0,-55456,-29016,-15225,0
316,0,32768,0,-55424,-28993,-15270,0
317,0,32768,0,-55392,-28969,-15314,0
318,0,32768,0,-55360,-28946,-15358,0
319,0,32768,0,-55328,-28923,-15402,0
320,0,32768,0,-55296,-28899,-15446,0
321,0,32768,0,-55264,-28876,-15490,0
322,0,32768,0,-55232,-28851,-15536,-1
323,0,32768,0,-55200,-28827,-15580,0
324,0,32768,0,-55168,-28803,-15624,0
325,0,32768,0,-55136,-28779,-15668,0
326,0,32768,0,-55104,-28755,-15712,0
327,0,32768,0,-55072,-28731,-15756,0
328,0,32768,0,-55040,-28707,-15800,0
329,0,32768,0,-55008,-28683,-15844,1
330,0,32768,0,-54976,-28658,-15888,0
331,0,32768,0,-54944,-28634,-15932,0
332,0,32768,0,-54912,-28610,-15976,0
333,0,32768,0,-54880,-28585,-16019,0
334,0,32768,0,-54848,-28560,-16065,-1
335,0,32768,0,-54816,-28535,-16108,-1
336,0,32768,0,-54784,-28511,-16152,0
337,0,32768,0,-54752,-28486,-16195,0
338,0,32768,0,-54720,-28461,-16239,0
339,0,32768,0,-54688,-28436,-16282,0
340,0,32768,0,-54656,-28412,-16325,0
341,0,32768,0,-54624,-28387,-16369,1
342,0,32768,0,-54592,-28362,-16412,1
343,0,32768,0,-54560,-28336,-16457,0
344,0,32768,0,-54528,-28310,-16501,0
345,0,32768,0,-54496,-28285,-16543,0
346,0,32768,0,-54464,-28260,-16587,0
347,0,32768,0,-54432,-28235,-16630,0
348,0,32768,0,-54400,-28209,-16673,0
349,0,32768,0,-54368,-28184,-16716,0
350,0,32768,0,-54336,-28157,-16760,0
351,0,32768,0,-54304,-28132,-16803,0
352,0,32768,0,-54272,-28106,-16846,0
353,0,32768,0,-54240,-28080,-16889,0
354,0,32768,0,-54208,-28054,-16932,0
355,0,32768,0,-54176,-28028,-16975,0
356,0,32768,0,-54144,-28003,-17017,0
357,0,32768,0,-54112,-27975,-17062,-1
358,0,32768,0,-54080,-27949,-17105,0
359,0,32768,0,-54048,-27923,-17147,0
360,0,32768,0,-54016,-27897,-17190,0
361,0,32768,0,-53984,-27871,-17232,0
362,0,32768,0,-53952,-27844,-17275,0
363,0,32768,0,-53920,-27818,-17317,0
364,0,32768,0,-53888,-27792,-17360,1
365,0,32768,0,-53856,-27764,-17404,-1
366,0,32768,0,-53824,-27738,-17446,0
367,0,32768,0,-53792,-27711,-17489,0
368,0,32768,0,-53760,-27684,-17531,0
369,0,32768,0,-53728,-27657,-17573,0
370,0,32768,0,-53696,-27631,-17615,1
371,0,32768,0,-53664,-27603,-17659,-1
372,0,32768,0,-53632,-27576,-17701,0
373,0,32768,0,-53600,-27549,-17743,0
374,0,32768,0,-53568,-27522,-17785,0
375,0,32768,0,-53536,-27494,-17827,0
376,0,32768,0,-53504,-27467,-17869,0
377,0,32768,0,-53472,-27440,-17911,0
378,0,32768,0,-53440,-27412,-17954,-1
379,0,32768,0,-53408,-27384,-17996,0
380,0,32768,0,-53376,-27357,-18038,0
381,0,32768,0,-53344,-27329,-18080,0
382,0,32768,0,-53312,-27301,-18121,0
383,0,32768,0,-53280,-27274,-18163,0
384,0,32768,0,-53248,-27246,-18205,0
385,0,32768,0,-53216,-27218,-18246,1
386,0,32768,0,-53184,-27189,-18289,-1
387,0,32768,0,-53152,-27161,-18331,0
388,0,32768,0,-53120,-27133,-18372,0
389,0,32768,0,-53088,-27105,-18414,0
390,0,32768,0,-53056,-27077,-18455,0
391,0,32768,0,-53024,-27049,-18496,0
392,0,32768,0,-52992,-27020,-18537,1
393,0,32768,0,-52960,-26991,-18580,-1
394,0,32768,0,-52928,-26963,-18621,0
395,0,32768,0,-52896,-26934,-18663,0
396,0,32768,0,-52864,-26906,-18703,0
397,0,32768,0,-52832,-26877,-18745,0
398,0,32768,0,-52800,-26849,-18786,0
399,0,32768,0,-52768,-26820,-18827,0
400,0,32768,0,-52736,-26791,-18867,1
401,0,32768,0,-52704,-26761,-18910,-1
402,0,32768,0,-52672,-26732,-18951,0
403,0,32768,0,-52640,-26703,-18991,0
404,0,32768,0,-52608,-26674,-19032,0
405,0,32768,0,-52576,-26645,-19073,0
406,0,32768,0,-52544,-26616,-19114,0
407,0,32768,0,-52512,-26587,-19154,0
408,0,32768,0,-52480,-26558,-19195,1
409,0,32768,0,-52448,-26527,-19237,0
410,0,32768,0,-52416,-26498,-19277,0
411,0,32768,0,-52384,-26469,-19317,0
412,0,32768,0,-52352,-26439,-19358,0
413,0,32768,0,-52320,-26409,-19399,-1
414,0,32768,0,-52288,-26379,-19440,0
415,0,32768,0,-52256,-26349,-19480,0
416,0,32768,0,-52224,-26319,-19520,0
417,0,32768,0,-52192,-26290,-19560,0
418,0,32768,0,-52160,-26260,-19600,0
419,0,32768,0,-52128,-26230,-19640,0
420,0,32768,0,-52096,-26200,-19681,1
421,0,32768,0,-52064,-26168,-19722,-1
422,0,32768,0,-52032,-26138,-19762,0
423,0,32768,0,-52000,-26108,-19802,0
424,0,32768,0,-51968,-26078,-19842,0
425,0,32768,0,-51936,-26047,-19881,0
426,0,32768,0,-51904,-26017,-19921,0
427,0,32768,0,-51872,-25987,-19961,0
428,0,32768,0,-51840,-25956,-20000,1
429,0,32768,0,-51808,-25924,-20042,-1
430,0,32768,0,-51776,-25894,-20081,0
431,0,32768,0,-51744,-25863,-20120,0
432,0,32768,0,-51712,-25833,-20160,0
433,0,32768,0,-51680,-25802,-20199,0
434,0,32768,0,-51648,-25771,-20239,0
435,0,32768,0,-51616,-25740,-20278,1
436,0,32768,0,-51584,-25708,-20319,-1
437,0,32768,0,-51552,-25677,-20358,0
438,0,32768,0,-51520,-25646,-20397,0
439,0,32768,0,-51488,-25614,-20436,0
440,0,32768,0,-51456,-25583,-20475,0
441,0,32768,0,-51424,-25552,-20514,0
442,0,32768,0,-51392,-25521,-20553,0
443,0,32768,0,-51360,-25489,-20592,1
444,0,32768,0,-51328,-25456,-20633,0
445,0,32768,0,-51296,-25425,-20672,0
446,0,32768,0,-51264,-25393,-20710,0
447,0,32768,0,-51232,-25362,-20749,0
448,0,32768,0,-51200,-25330,-20788,0
449,0,32768,0,-51168,-25298,-20826,0
450,0,32768,0,-51136,-25266,-20865,0
451,0,32768,0,-51104,-25234,-20904,0
452,0,32768,0,-51072,-25202,-20943,0
453,0,32768,0,-51040,-25170,-20981,0
454,0,32768,0,-51008,-25138,-21020,0
455,0,32768,0,-50976,-25106,-21058,0
456,0,32768,0,-50944,-25072,-21098,-1
457,0,32768,0,-50912,-25040,-21136,-1
458,0,32768,0,-50880,-25008,-21174,0
459,0,32768,0,-50848,-24975,-21212,0
460,0,32768,0,-50816,-24943,-21251,0
461,0,32768,0,-50784,-24911,-21288,0
462,0,32768,0,-50752,-24878,-21326,0
463,0,32768,0,-50720,-24845,-21365,1
464,0,32768,0,-50688,-24812,-21404,-1
465,0,32768,0,-50656,-24779,-21442,0
466,0,32768,0,-50624,-24746,-21480,0
467,0,32768,0,-50592,-24713,-21518,0
468,0,32768,0,-50560,-24680,-21555,0
469,0,32768,0,-50528,-24648,-21593,0
470,0,32768,0,-50496,-24615,-21630,0
471,0,32768,0,-50464,-24580,-21669,-1
472,0,32768,0,-50432,-24547,-21707,0
473,0,32768,0,-50400,-24514,-21744,0
474,0,32768,0,-50368,-24481,-21781,0
475,0,32768,0,-50336,-24448,-21819,0
476,0,32768,0,-50304,-24414,-21856,0
477,0,32768,0,-50272,-24381,-21893,0
478,0,32768,0,-50240,-24347,-21930,1
479,0,32768,0,-50208,-24313,-21969,-1
480,0,32768,0,-50176,-24279,-22006,0
481,0,32768,0,-50144,-24245,-22043,0
482,0,32768,0,-50112,-24212,-22080,0
483,0,32768,0,-50080,-24178,-22117,0
484,0,32768,0,-50048,-24144,-22154,0
485,0,32768,0,-50016,-24110,-22191,0
486,0,32768,0,-49984,-24076,-22228,1
487,0,32768,0,-49952,-24041,-22266,-1
488,0,32768,0,-49920,-24007,-22302,0
489,0,32768,0,-49888,-23973,-22339,0
490,0,32768,0,-49856,-23939,-22376,0
491,0,32768,0,-49824,-23905,-22412,0
492,0,32768,0,-49792,-23870,-22449,-1
493,0,32768,0,-49760,-23835,-22486,0
494,0,32768,0,-49728,-23801,-22522,0
495,0,32768,0,-49696,-23766,-22559,0
496,0,32768,0,-49664,-23732,-22595,0
497,0,32768,0,-49632,-23698,-22631,0
498,0,32768,0,-49600,-23663,-22667,1
499,0,32768,0,-49568,-23627,-22704,-1
500,0,32768,0,-49536,-23592,-22741,0
501,0,32768,0,-49504,-23558,-22777,0
502,0,32768,0,-49472,-23523,-22812,0
503,0,32768,0,-49440,-23488,-22848,0
504,0,32768,0,-49408,-23453,-22884,0
505,0,32768,0,-49376,-23418,-22920,0
506,0,32768,0,-49344,-23383,-22956,1
507,0,32768,0,-49312,-23347,-22993,-1
508,0,32768,0,-49280,-23312,-23028,0
509,0,32768,0,-49248,-23276,-23064,0
510,0,32768,0,-49216,-23241,-23099,0
511,0,32768,0,-49184,-23206,-23135,0
512,0,32768,0,-49152,-23170,-23171,0
513,0,32768,0,-49120,-23135,-23206,0
514,0,32768,0,-49088,-23099,-23241,0
515,0,32768,0,-49056,-23064,-23276,0
516,0,32768,0,-49024,-23028,-23312,0
517,0,32768,0,-48992,-22993,-23347,1
518,0,32768,0,-48960,-22956,-23383,-1
519,0,32768,0,-48928,-22920,-23418,0
520,0,32768,0,-48896,-22884,-23453,0
521,0,32768,0,-48864,-22848,-23488,0
522,0,32768,0,-48832,-22812,-23523,0
523,0,32768,0,-48800,-22777,-23558,0
524,0,32768,0,-48768,-22741,-23592,0
525,0,32768,0,-48736,-22703,-23628,-1
526,0,32768,0,-48704,-22667,-23663,-1
527,0,32768,0,-48672,-22631,-23698,0
528,0,32768,0,-48640,-22595,-23732,0
529,0,32768,0,-48608,-22559,-23766,0
530,0,32768,0,-48576,-22522,-23801,0
531,0,32768,0,-48544,-22486,-23835,0
532,0,32768,0,-48512,-22449,-23870,1
533,0,32768,0,-48480,-22412,-23905,0
534,0,32768,0,-48448,-22376,-23939,0
535,0,32768,0,-48416,-22339,-23973,0
536,0,32768,0,-48384,-22302,-24007,0
537,0,32768,0,-48352,-22266,-24041,1
538,0,32768,0,-48320,-22228,-24076,-1
539,0,32768,0,-48288,-22191,-24110,0
540,0,32768,0,-48256,-22154,-24144,0
541,0,32768,0,-48224,-22117,-24178,0
542,0,32768,0,-48192,-22080,-24212,0
543,0,32768,0,-48160,-22043,-24245,0
544,0,32768,0,-48128,-22006,-24279,0
545,0,32768,0,-48096,-21969,-24313,1
546,0,32768,0,-48064,-21930,-24347,-1
547,0,32768,0,-48032,-21893,-24381,0
548,0,32768,0,-48000,-21856,-24414,0
549,0,32768,0,-47968,-21819,-24448,0
550,0,32768,0,-47936,-21781,-24481,0
551,0,32768,0,-47904,-21744,-24514,0
552,0,32768,0,-47872,-21707,-24547,0
553,0,32768,0,-47840,-21668,-24582,-1
554,0,32768,0,-47808,-21630,-24615,0
555,0,32768,0,-47776,-21593,-24648,0
556,0,32768,0,-47744,-21555,-24680,0
557,0,32768,0,-47712,-21518,-24713,0
558,0,32768,0,-47680,-21480,-24746,0
559,0,32768,0,-47648,-21442,-24779,0
560,0,32768,0,-47616,-21402,-24813,-1
561,0,32768,0,-47584,-21365,-24845,-1
562,0,32768,0,-47552,-21326,-24878,0
563,0,32768,0,-47520,-21288,-24911,0
564,0,32768,0,-47488,-21251,-24943,0
565,0,32768,0,-47456,-21212,-24975,0
566,0,32768,0,-47424,-21174,-25008,0
567,0,32768,0,-47392,-21136,-25040,1
568,0,32768,0,-47360,-21098,-25072,1
569,0,32768,0,-47328,-21058,-25106,0
570,0,32768,0,-47296,-21020,-25138,0
571,0,32768,0,-47264,-20981,-25170,0
572,0,32768,0,-47232,-20943,-25202,0
573,0,32768,0,-47200,-20904,-25234,0
574,0,32768,0,-47168,-20865,-25266,0
575,0,32768,0,-47136,-20826,-25298,0
576,0,32768,0,-47104,-20788,-25330,0
577,0,32768,0,-47072,-20749,-25362,0
578,0,32768,0,-47040,-20710,-25393,0
579,0,32768,0,-47008,-20672,-25425,0
580,0,32768,0,-46976,-20633,-25456,0
581,0,32768,0,-46944,-20592,-25489,-1
582,0,32768,0,-46912,-20553,-25521,0
583,0,32768,0,-46880,-20514,-25552,0
584,0,32768,0,-46848,-20475,-25583,0
585,0,32768,0,-46816,-20436,-25614,0
586,0,32768,0,-46784,-20397,-25646,0
587,0,32768,0,-46752,-20358,-25677,0
588,0,32768,0,-46720,-20319,-25708,1
589,0,32768,0,-46688,-20278,-25740,-1
590,0,32768,0,-46656,-20239,-25771,0
591,0,32768,0,-46624,-20199,-25802,0
592,0,32768,0,-46592,-20160,-25833,0
593,0,32768,0,-46560,-20120,-25863,0
594,0,32768,0,-46528,-20081,-25894,0
595,0,32768,0,-46496,-20042,-25924,1
596,0,32768,0,-46464,-20000,-25956,-1
597,0,32768,0,-46432,-19961,-25987,0
598,0,32768,0,-46400,-19921,-26017,0
599,0,32768,0,-46368,-19881,-26047,0
600,0,32768,0,-46336,-19842,-26078,0
601,0,32768,0,-46304,-19802,-26108,0
602,0,32768,0,-46272,-19762,-26138,0
603,0,32768,0,-46240,-19722,-26168,1
